Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcAYFS	396	107	5	30	1	253	95	0	0	0
bcFBZF	390	115	5	27	0	243	103	0	0	0
bcFXDB	385	81	0	10	1	293	76	0	0	0
bcCWXV	379	85	6	21	0	267	66	0	0	0
bcAFPN	373	86	4	18	2	263	86	0	0	0
bcCEJO	367	216	6	30	6	109	177	0	0	0
bcDEAT	362	90	1	17	0	254	85	0	0	0
bcHANL	356	62	1	12	0	281	60	0	0	0
bcATSL	350	76	3	13	0	258	59	0	0	0
bcBDDQ	344	68	4	18	0	254	68	0	0	0
bcFMEO	339	115	6	22	1	195	112	0	0	0
bcEIVD	334	62	3	13	0	256	56	0	0	0
bcAUUN	328	86	5	16	1	220	81	0	0	0
bcIDBG	322	93	4	26	0	199	80	0	0	0
bcCQWP	317	89	4	19	1	204	74	0	0	0
bcGCCX	312	67	3	8	3	231	66	0	0	0
bcHEPA	306	45	0	14	0	247	42	0	0	0
bcFTNW	301	48	2	10	0	241	43	0	0	0
bcHUAS	296	68	2	13	1	212	58	0	0	0
bcARBZ	290	149	2	34	1	104	106	0	0	0
bcETWZ	285	59	2	17	0	207	51	0	0	0
bcCHDL	280	46	0	12	0	222	41	0	0	0
bcCLXE	275	51	0	15	0	209	46	0	0	0
bcGAHI	270	57	4	11	0	198	45	0	0	0
bcAQLD	265	75	1	13	0	176	67	0	0	0
bcHWXX	260	154	1	26	2	77	110	0	0	0
bcGIEH	255	54	5	16	0	180	57	0	0	0
bcGAHM	44330	25568	400	8865	373	9124	26012	0	0	0
bcBDUB	26967	18050	261	2259	99	6298	17068	0	0	0
bcGAET	20557	14249	233	1848	82	4145	14347	0	0	0
bcDQTK	16444	10180	140	2057	161	3906	8665	0	0	0
bcHJJS	13422	9343	173	1548	37	2321	7999	0	0	0
bcHGNJ	11258	7971	127	1285	31	1844	6442	0	0	0
bcFBOY	9521	5851	75	1895	158	1542	5408	0	0	0
bcDBSR	7817	2399	46	3712	137	1523	2227	0	0	0
bcEKKT	6376	3735	64	602	43	1932	2749	0	0	0
bcECAJ	5109	3157	45	592	85	1230	2748	0	0	0
bcGKYA	4268	2799	51	533	11	874	1977	0	0	0
bcGARB	3740	2379	31	340	16	974	1822	0	0	0
bcAWTN	3242	2004	23	392	20	803	1601	0	0	0
bcBZWZ	2847	1273	24	110	37	1403	843	0	0	0
bcEYDN	2549	1329	16	102	28	1074	877	0	0	0
bcCPZS	2316	1354	19	299	12	632	958	0	0	0
bcFVXE	2145	1036	17	219	12	861	748	0	0	0
bcGYUX	1985	328	20	64	2	1571	294	0	0	0
bcGJLW	1869	1179	20	248	12	410	900	0	0	0
bcBDDM	1765	1089	22	201	8	445	778	0	0	0
bcEZBU	1684	246	18	55	0	1365	230	0	0	0
bcDSRK	1606	232	14	65	2	1293	207	0	0	0
bcEGNZ	1547	921	19	181	0	426	591	0	0	0
bcADPS	1487	648	8	79	6	746	526	0	0	0
bcDTYD	1438	230	10	52	1	1145	217	0	0	0
bcHEFO	1397	269	15	55	12	1046	254	0	0	0
bcCYCZ	1360	253	11	51	6	1039	217	0	0	0
bcAPWL	1322	610	11	361	17	323	404	0	0	0
bcHQQV	1285	242	11	41	4	987	211	0	0	0
bcDMOY	1255	313	10	73	8	851	270	0	0	0
bcDVOD	1228	251	7	37	3	930	215	0	0	0
bcDQWI	1201	674	17	141	9	360	464	0	0	0
bcHEEV	1175	732	9	169	7	258	528	0	0	0
bcEJCD	1152	239	7	45	7	854	203	0	0	0
bcICYI	1129	379	22	59	2	667	276	0	0	0
bcIGLR	1109	190	12	49	0	858	165	0	0	0
bcGBVR	1090	238	13	44	2	793	220	0	0	0
bcHKZB	1073	351	11	28	5	678	229	0	0	0
bcBRJD	1054	273	3	59	5	714	228	0	0	0
bcFHKG	1038	234	6	38	7	753	195	0	0	0
bcFAUT	1021	203	12	47	0	759	186	0	0	0
bcCXKC	1006	177	11	42	2	774	167	0	0	0
bcBQCQ	993	205	11	43	2	732	194	0	0	0
bcDEZI	977	163	6	39	3	766	143	0	0	0
bcFDDF	964	187	7	49	3	718	168	0	0	0
bcBLXJ	951	542	15	129	8	257	393	0	0	0
bcEONK	939	265	5	57	1	611	227	0	0	0
bcCQJI	927	150	7	36	3	731	144	0	0	0
bcAZWX	916	167	11	40	0	698	151	0	0	0
bcEAYG	904	461	7	104	5	327	349	0	0	0
bcCQKU	894	212	13	53	1	615	202	0	0	0
bcCWLM	883	157	5	26	0	695	146	0	0	0
bcCERN	874	256	7	50	2	559	228	0	0	0
bcDDTX	862	240	9	40	0	573	204	0	0	0
bcIGBF	853	170	7	36	4	636	147	0	0	0
bcCNAL	842	124	11	30	1	676	127	0	0	0
bcCWYZ	832	177	7	32	2	614	151	0	0	0
bcAYGB	823	548	10	90	11	164	368	0	0	0
bcAMAR	815	456	10	114	1	234	353	0	0	0
bcCKSD	807	165	6	40	1	595	139	0	0	0
bcBGFE	797	177	10	44	3	563	152	0	0	0
bcDHUP	788	152	5	36	5	590	128	0	0	0
bcBERB	781	173	7	41	2	558	144	0	0	0
bcCBSZ	773	186	7	42	1	537	155	0	0	0
bcEDOP	765	209	3	40	1	512	162	0	0	0
bcCTFL	757	187	3	28	1	538	142	0	0	0
bcEXXV	749	196	7	81	4	461	163	0	0	0
bcELZA	740	167	6	26	3	538	145	0	0	0
bcAKWL	733	132	5	45	2	549	124	0	0	0
bcEZZF	725	166	5	15	6	533	132	0	0	0
bcIBZI	718	170	6	43	1	498	158	0	0	0
bcDNQI	712	154	5	26	0	527	132	0	0	0
bcDYOI	705	133	9	34	3	526	132	0	0	0
bcCZTL	698	103	6	38	0	551	100	0	0	0
bcFVBY	691	107	6	32	0	546	89	0	0	0
bcFNUT	684	129	5	27	1	522	120	0	0	0
bcCAHK	677	133	8	40	4	492	119	0	0	0
bcHILG	670	134	5	20	3	508	126	0	0	0
bcGLXX	664	160	6	27	2	469	143	0	0	0
bcCEDP	657	136	1	33	4	483	117	0	0	0
bcDUOD	650	324	8	21	2	295	234	0	0	0
bcGWET	644	112	7	24	0	501	110	0	0	0
bcBRVS	638	134	8	19	1	476	109	0	0	0
bcGPVI	631	124	3	32	0	472	116	0	0	0
bcEIZA	624	116	3	32	6	467	100	0	0	0
bcASWE	618	130	7	26	3	452	128	0	0	0
bcCHSA	612	192	8	29	4	379	162	0	0	0
bcBMDK	605	183	2	28	3	389	147	0	0	0
bcDNHO	599	274	10	78	5	232	216	0	0	0
bcAZJW	592	92	8	26	3	463	96	0	0	0
bcIHXA	586	130	3	33	0	420	120	0	0	0
bcAMEO	580	141	5	19	0	415	124	0	0	0
bcFQGO	573	310	6	67	2	188	238	0	0	0
bcDQDD	566	81	10	19	2	454	84	0	0	0
bcEZVH	560	98	5	19	3	435	80	0	0	0
bcBTAO	553	151	3	32	0	367	139	0	0	0
bcBTEK	547	132	5	34	3	373	107	0	0	0
bcGXKM	540	260	7	60	1	212	222	0	0	0
bcEHHG	534	101	11	24	1	397	84	0	0	0
bcAPPQ	527	158	5	23	1	340	128	0	0	0
bcDXXE	521	90	4	30	0	397	77	0	0	0
bcGJDY	515	64	6	27	0	418	63	0	0	0
bcCHXZ	509	73	2	20	2	412	65	0	0	0
bcCMAN	503	167	5	25	2	304	144	0	0	0
bcGKWI	498	128	3	20	1	346	106	0	0	0
bcEVOZ	491	118	3	22	0	348	109	0	0	0
bcBHHF	485	140	6	27	2	310	134	0	0	0
bcGEWT	479	128	2	16	0	333	121	0	0	0
bcHFOC	473	69	5	22	1	376	66	0	0	0
bcHOEF	467	98	6	15	0	348	87	0	0	0
bcBXJU	461	93	5	28	2	333	89	0	0	0
bcAXTC	454	122	3	22	1	306	105	0	0	0
bcFFHI	448	119	8	16	0	305	111	0	0	0
bcGXLP	442	81	7	25	2	327	79	0	0	0
bcFUQM	436	223	6	46	2	159	163	0	0	0
bcGTIX	431	250	2	54	4	121	166	0	0	0
bcFZOZ	425	262	5	47	2	109	210	0	0	0
bcGRQD	419	77	4	16	2	320	69	0	0	0
bcFDPH	414	80	2	22	3	307	74	0	0	0
bcIIGR	409	72	7	15	0	315	76	0	0	0
bcDWQC	402	81	0	17	0	304	68	0	0	0
bcBMEK	396	63	2	14	0	317	62	0	0	0
bcBXXS	390	69	4	11	0	306	61	0	0	0
bcBOWQ	385	124	4	20	2	235	106	0	0	0
bcFSVC	379	72	6	17	1	283	78	0	0	0
bcEHUZ	373	83	2	20	0	268	73	0	0	0
bcCRFV	367	93	1	11	2	260	79	0	0	0
bcHIDM	362	155	6	38	0	163	123	0	0	0
bcBETV	356	210	5	43	0	98	162	0	0	0
bcEAAO	350	81	3	15	3	248	66	0	0	0
bcDCTA	344	63	4	15	0	262	63	0	0	0
bcEWKG	339	77	1	10	1	250	68	0	0	0
bcHMHY	333	56	3	10	0	264	56	0	0	0
bcEIQU	328	82	4	20	1	221	79	0	0	0
bcEQKK	322	59	3	8	3	249	52	0	0	0
bcEXYJ	317	61	2	25	1	228	50	0	0	0
bcCBVT	312	59	1	13	2	237	49	0	0	0
bcCHZG	306	83	3	13	1	206	80	0	0	0
bcHGMS	301	76	4	14	0	207	65	0	0	0
bcGQJU	296	58	3	18	0	217	53	0	0	0
bcGNXC	290	75	3	19	0	193	63	0	0	0
bcIHUB	285	112	3	15	1	154	75	0	0	0
bcCLEJ	280	53	2	11	1	213	52	0	0	0
bcAQAA	275	46	2	9	1	217	45	0	0	0
bcGTFV	270	121	3	15	1	130	93	0	0	0
bcHDNZ	265	70	2	22	0	171	54	0	0	0
bcHWJR	260	63	1	9	0	187	56	0	0	0
bcCIIW	255	56	1	12	1	185	49	0	0	0
bcCVXL	44062	25031	395	9021	480	9135	25231	0	0	0
bcDVSK	26849	8830	181	12677	580	4581	8116	0	0	0
bcDACA	20551	13240	195	2909	50	4157	12076	0	0	0
bcELYG	16423	11055	167	2006	108	3087	11141	0	0	0
bcGEAS	13394	8909	151	1828	39	2467	7154	0	0	0
bcCXKP	11254	7600	118	1336	133	2067	5889	0	0	0
bcBAAM	9508	5953	137	832	38	2548	5334	0	0	0
bcDQDY	7815	4906	58	1113	10	1728	4168	0	0	0
bcBPMU	6358	3584	52	402	35	2285	3167	0	0	0
bcAXKF	5107	3307	44	476	16	1264	2471	0	0	0
bcCJHW	4265	1946	34	208	56	2021	1528	0	0	0
bcDJZM	3736	2615	36	426	17	642	2154	0	0	0
bcGJEQ	3242	1387	38	139	24	1654	1084	0	0	0
bcENOL	2847	1955	24	266	10	592	1379	0	0	0
bcBZPZ	2549	1746	22	262	10	509	1161	0	0	0
bcBAVA	2311	323	21	79	5	1883	303	0	0	0
bcIJMJ	2145	939	22	167	13	1004	708	0	0	0
bcHNHJ	1984	908	26	205	9	836	754	0	0	0
bcECUN	1869	1023	20	94	4	728	821	0	0	0
bcBITV	1764	273	21	78	3	1389	265	0	0	0
bcBFAR	1684	765	13	205	9	692	571	0	0	0
bcHZSE	1606	542	16	115	7	926	397	0	0	0
bcDGLR	1547	273	17	48	1	1208	249	0	0	0
bcHBDK	1486	252	20	47	1	1166	248	0	0	0
bcCMRM	1437	829	10	187	3	408	602	0	0	0
bcBRMZ	1396	248	6	47	3	1092	236	0	0	0
bcHNCT	1360	268	18	58	1	1015	268	0	0	0
bcAPBY	1321	256	14	61	8	982	230	0	0	0
bcBTUC	1285	302	11	56	5	911	282	0	0	0
bcFSPR	1254	506	12	138	8	590	371	0	0	0
bcCPMD	1228	238	9	207	6	768	209	0	0	0
bcAOTB	1200	778	12	148	3	259	611	0	0	0
bcBZEK	1175	310	10	54	8	793	257	0	0	0
bcFFDW	1152	222	12	42	3	873	201	0	0	0
bcHQII	1129	231	11	29	2	856	185	0	0	0
bcHNBA	1109	212	19	58	4	816	196	0	0	0
bcGKOC	1090	644	9	173	6	258	459	0	0	0
bcBENS	1073	189	8	44	6	826	179	0	0	0
bcCKHH	1054	140	12	45	0	857	126	0	0	0
bcEVYA	1037	194	7	45	1	790	172	0	0	0
bcDTMX	1021	386	11	104	1	519	300	0	0	0
bcEUTZ	1005	162	10	46	2	785	141	0	0	0
bcEAHO	993	359	12	81	1	540	297	0	0	0
bcAHOU	977	190	5	34	1	747	159	0	0	0
bcEKLT	964	185	6	43	0	730	165	0	0	0
bcDQSH	951	234	5	47	3	662	203	0	0	0
bcBYHB	939	168	6	45	2	718	147	0	0	0
bcDKUU	927	224	7	43	4	649	211	0	0	0
bcCEJA	916	493	8	93	3	319	391	0	0	0
bcCCYN	904	151	5	32	2	714	131	0	0	0
bcCSLJ	894	146	7	33	0	708	139	0	0	0
bcFQNN	883	155	10	37	0	681	151	0	0	0
bcAAFJ	874	159	11	42	2	660	170	0	0	0
bcGWWG	862	180	10	30	2	640	177	0	0	0
bcBYAJ	853	157	8	36	2	650	131	0	0	0
bcAVYE	842	260	13	61	2	506	205	0	0	0
bcHXGT	832	145	6	36	1	644	136	0	0	0
bcCEWM	823	94	15	13	1	700	103	0	0	0
bcFPEB	815	218	9	46	1	541	178	0	0	0
bcHXNM	807	162	8	53	4	580	143	0	0	0
bcCGSB	797	136	5	33	2	621	129	0	0	0
bcFLRB	788	146	8	25	1	608	136	0	0	0
bcBIBS	781	475	8	93	5	200	315	0	0	0
bcHXDQ	773	149	2	27	0	595	132	0	0	0
bcIAHF	765	184	6	41	2	532	160	0	0	0
bcATJQ	757	135	4	29	0	589	129	0	0	0
bcBHGO	749	119	8	23	4	595	113	0	0	0
bcCWCJ	740	164	8	35	2	531	161	0	0	0
bcBXFH	733	134	5	39	1	554	115	0	0	0
bcFKHZ	725	145	8	30	2	540	144	0	0	0
bcDSYI	718	141	7	25	2	543	120	0	0	0
bcCDOC	712	86	7	27	0	592	81	0	0	0
bcAYPC	705	134	4	32	3	532	122	0	0	0
bcDHSR	698	111	7	33	3	544	105	0	0	0
bcHKKI	691	179	11	18	1	482	146	0	0	0
bcEQEH	684	107	5	22	0	550	96	0	0	0
bcEXCF	677	127	8	33	2	507	110	0	0	0
bcCVBQ	670	117	5	18	7	523	107	0	0	0
bcBABZ	664	115	5	27	2	515	117	0	0	0
bcEOXV	657	141	3	39	4	470	128	0	0	0
bcFBFD	650	156	2	25	2	465	137	0	0	0
bcEUKT	644	125	7	43	8	461	112	0	0	0
bcEMPZ	638	98	4	25	8	503	87	0	0	0
bcBSVM	631	214	8	35	3	371	185	0	0	0
bcHSUV	624	177	2	32	3	410	134	0	0	0
bcFVLT	618	337	15	65	8	193	235	0	0	0
bcCUYS	612	358	4	58	7	185	280	0	0	0
bcCTKJ	605	181	4	26	1	393	126	0	0	0
bcFMRT	599	147	5	29	1	417	124	0	0	0
bcGDPD	592	148	6	35	3	400	137	0	0	0
bcBHMS	586	108	7	30	0	441	107	0	0	0
bcERWE	580	107	4	25	0	444	97	0	0	0
bcBEVC	573	116	4	20	1	432	108	0	0	0
bcFIYN	566	115	3	34	8	406	94	0	0	0
bcBQBC	560	87	5	11	2	455	80	0	0	0
bcGVCR	553	108	3	28	1	413	96	0	0	0
bcHSFW	547	67	5	19	1	455	64	0	0	0
bcAUEM	540	91	7	28	0	414	89	0	0	0
bcHSGM	534	90	5	28	1	410	82	0	0	0
bcEUEU	527	117	5	24	3	378	100	0	0	0
bcHKEW	521	79	4	19	1	418	65	0	0	0
bcHQTY	515	128	5	22	1	359	118	0	0	0
bcALAS	509	106	3	21	1	378	91	0	0	0
bcGSKF	503	103	3	23	0	374	99	0	0	0
bcIFTL	498	285	10	70	1	132	201	0	0	0
bcEXXX	491	86	4	22	0	379	75	0	0	0
bcGMZE	485	90	1	16	0	378	79	0	0	0
bcEJAH	479	100	5	30	1	343	93	0	0	0
bcEUEB	473	96	8	25	0	344	93	0	0	0
bcGLNE	467	90	8	31	0	338	87	0	0	0
bcBNHY	461	241	4	51	3	162	190	0	0	0
bcCDMW	454	77	5	25	4	343	70	0	0	0
bcEYHA	448	69	7	13	0	359	69	0	0	0
bcHPJZ	442	127	3	26	1	285	120	0	0	0
bcBWYK	436	101	2	15	0	318	95	0	0	0
bcEWOM	431	116	2	22	2	289	92	0	0	0
bcABVG	425	81	4	18	0	322	76	0	0	0
bcFJDF	419	212	2	14	0	191	134	0	0	0
bcFTSO	414	89	6	20	4	295	83	0	0	0
bcENKK	408	83	7	13	1	304	76	0	0	0
bcDRYX	402	102	4	33	1	262	99	0	0	0
bcCIEB	396	83	4	23	1	285	68	0	0	0
bcHERT	390	85	7	22	1	275	75	0	0	0
bcIBNB	385	182	2	29	1	171	113	0	0	0
bcIDIV	379	153	5	35	3	183	108	0	0	0
bcGRMS	373	133	4	21	2	213	101	0	0	0
bcEVSE	367	99	3	12	0	253	94	0	0	0
bcBRKO	362	62	3	17	1	279	55	0	0	0
bcBKLP	356	72	6	22	1	255	69	0	0	0
bcAOLY	350	80	3	12	0	255	73	0	0	0
bcFVMJ	344	73	4	16	3	248	62	0	0	0
bcEFGV	339	72	3	13	0	251	63	0	0	0
bcHDQO	333	143	4	38	1	147	102	0	0	0
bcFLDX	328	70	1	27	0	230	62	0	0	0
bcDJWJ	322	135	2	32	1	152	105	0	0	0
bcFUJH	317	99	5	24	2	187	91	0	0	0
bcBZPA	312	70	7	9	1	225	61	0	0	0
bcEXRN	306	53	4	13	1	235	53	0	0	0
bcAFTH	301	43	3	12	0	243	41	0	0	0
bcAIJM	296	55	2	15	0	224	54	0	0	0
bcIJPQ	290	42	4	13	0	231	40	0	0	0
bcGFFE	285	65	5	22	0	193	64	0	0	0
bcFRSW	280	138	1	53	0	88	98	0	0	0
bcCUAX	275	46	3	15	1	210	43	0	0	0
bcDKQY	270	50	1	16	2	201	46	0	0	0
bcCHDS	265	127	2	36	3	97	97	0	0	0
bcDBOK	260	54	3	16	0	187	47	0	0	0
bcBIFM	255	60	6	21	0	168	56	0	0	0
bcEABY	43982	29981	370	3914	142	9575	28091	0	0	0
bcCZXZ	26841	17737	236	2921	123	5824	16492	0	0	0
bcGBVS	20549	14019	205	2509	213	3603	12866	0	0	0
bcEUTQ	16406	10551	184	2029	48	3594	10053	0	0	0
bcGSQF	13369	7902	109	1507	67	3784	6142	0	0	0
bcHHPE	11249	3330	71	5592	245	2011	3307	0	0	0
bcBKBW	9508	6202	91	908	31	2276	5906	0	0	0
bcCSOO	7793	4907	51	949	67	1819	4273	0	0	0
bcGRSA	6347	4178	54	388	12	1715	3381	0	0	0
bcBJKR	5105	3218	48	520	25	1294	2614	0	0	0
bcFUHD	4261	2540	45	549	8	1119	2023	0	0	0
bcGILX	3734	2490	44	412	36	752	2085	0	0	0
bcGDRV	3242	1756	31	269	10	1176	1151	0	0	0
bcDSFI	2845	1899	23	397	24	502	1423	0	0	0
bcHXKO	2544	1385	28	309	18	804	988	0	0	0
bcBNGP	2311	1272	22	113	37	867	931	0	0	0
bcHKQJ	2144	1397	20	254	3	470	1003	0	0	0
bcATMB	1983	907	13	268	5	790	671	0	0	0
bcFOQO	1869	803	18	179	6	863	625	0	0	0
bcFNQY	1764	965	16	188	6	589	687	0	0	0
bcAGYR	1684	357	17	74	5	1231	326	0	0	0
bcFRFE	1606	263	15	60	5	1263	243	0	0	0
bcEXJR	1547	974	28	211	6	328	714	0	0	0
bcCSKK	1486	355	17	66	3	1045	299	0	0	0
bcDQTB	1437	214	10	62	6	1145	201	0	0	0
bcBWYL	1396	801	11	163	7	414	593	0	0	0
bcDAHQ	1360	265	15	59	4	1017	245	0	0	0
bcBLHG	1321	301	13	54	3	950	272	0	0	0
bcEZVL	1285	201	9	54	2	1019	183	0	0	0
bcGXQQ	1254	843	14	159	7	231	706	0	0	0
bcGNJC	1227	278	11	65	5	868	260	0	0	0
bcAXLX	1200	239	8	66	8	879	217	0	0	0
bcEJTB	1175	659	16	160	2	338	523	0	0	0
bcFMQL	1152	220	8	46	0	878	203	0	0	0
bcHKUU	1129	223	6	52	6	842	196	0	0	0
bcHDXT	1109	249	14	55	3	788	218	0	0	0
bcHVOC	1090	171	6	48	2	863	142	0	0	0
bcAWHC	1073	279	11	54	2	727	253	0	0	0
bcHRAE	1054	219	10	102	1	722	202	0	0	0
bcDHJE	1037	170	9	47	2	809	153	0	0	0
bcHXEM	1021	196	13	41	5	766	188	0	0	0
bcHAVV	1005	133	5	41	1	825	129	0	0	0
bcHZPU	992	187	5	36	3	761	172	0	0	0
bcCWCE	977	220	3	49	5	700	207	0	0	0
bcGENJ	964	247	11	61	4	641	231	0	0	0
bcFFHH	951	188	10	43	3	707	169	0	0	0
bcGGXF	939	165	4	36	5	729	144	0	0	0
bcEVIV	927	179	4	48	0	696	158	0	0	0
bcAIZA	916	188	9	34	3	682	182	0	0	0
bcERDW	904	169	9	22	2	702	143	0	0	0
bcIFXL	894	198	11	36	7	642	177	0	0	0
bcBYZC	883	144	10	30	2	697	137	0	0	0
bcEHPX	874	540	5	128	0	201	390	0	0	0
bcHFVQ	862	181	12	54	2	613	162	0	0	0
bcIEEL	853	163	3	43	3	641	147	0	0	0
bcANFF	842	145	5	32	2	658	132	0	0	0
bcFMOV	832	142	5	30	0	655	136	0	0	0
bcBIZE	823	147	8	21	0	647	128	0	0	0
bcBRWQ	815	228	15	47	1	524	177	0	0	0
bcICMQ	806	159	4	20	3	620	119	0	0	0
bcDBMH	797	167	3	31	0	596	144	0	0	0
bcGGMO	788	141	10	32	0	605	129	0	0	0
bcBVOL	781	150	5	30	4	592	131	0	0	0
bcBXXA	773	147	6	25	1	594	136	0	0	0
bcECLV	765	129	4	25	4	603	115	0	0	0
bcEGQX	757	478	10	82	2	185	337	0	0	0
bcASJY	749	167	6	32	0	544	144	0	0	0
bcGKBP	740	120	4	32	1	583	103	0	0	0
bcHZTR	733	144	7	19	0	563	135	0	0	0
bcGFLO	725	118	13	35	1	558	122	0	0	0
bcFAVB	718	372	7	105	6	228	251	0	0	0
bcFESG	712	130	6	30	1	545	115	0	0	0
bcFOTE	705	149	7	30	2	517	143	0	0	0
bcCBJP	698	127	6	27	1	537	108	0	0	0
bcFIVT	691	384	6	76	2	223	261	0	0	0
bcCYXY	684	185	9	27	1	462	159	0	0	0
bcGRSJ	677	419	6	102	1	149	307	0	0	0
bcFXFB	670	142	8	37	0	483	130	0	0	0
bcCJPX	664	423	5	104	0	132	321	0	0	0
bcGWXL	657	147	4	20	3	483	125	0	0	0
bcFCGW	650	157	5	36	0	452	142	0	0	0
bcDNQD	644	131	5	23	1	484	124	0	0	0
bcFZEM	638	109	3	17	2	507	100	0	0	0
bcIJVO	631	94	3	35	2	497	86	0	0	0
bcGIPO	624	129	4	18	2	471	113	0	0	0
bcFULU	618	159	6	31	2	420	154	0	0	0
bcHOEZ	612	98	7	22	2	483	88	0	0	0
bcHJDN	605	158	6	29	1	411	135	0	0	0
bcAXCO	598	118	2	19	0	459	112	0	0	0
bcARHE	592	187	9	41	2	353	178	0	0	0
bcBFTD	586	112	4	31	2	437	111	0	0	0
bcCVXB	580	117	7	33	0	423	111	0	0	0
bcGCDG	573	188	2	27	4	352	150	0	0	0
bcAXBK	566	162	3	24	1	376	138	0	0	0
bcDXMP	560	159	3	38	1	359	128	0	0	0
bcENXP	553	100	2	19	1	431	94	0	0	0
bcGFSP	547	117	5	30	2	393	105	0	0	0
bcCWAK	540	305	10	67	6	152	208	0	0	0
bcAIJS	534	114	2	27	2	389	100	0	0	0
bcGLZZ	527	124	8	33	1	361	125	0	0	0
bcDMUZ	521	114	5	26	3	373	106	0	0	0
bcFDHG	515	130	6	27	3	349	120	0	0	0
bcFLIZ	509	102	2	16	1	388	96	0	0	0
bcDNBJ	503	106	6	15	0	376	108	0	0	0
bcCNTF	498	103	6	21	2	366	96	0	0	0
bcCXKM	491	108	5	25	2	351	94	0	0	0
bcHHWM	485	95	2	26	1	361	80	0	0	0
bcHLCQ	479	109	5	23	2	340	91	0	0	0
bcCEIX	473	77	3	15	0	378	75	0	0	0
bcBFMM	467	103	4	19	0	341	93	0	0	0
bcCGIU	461	88	3	26	0	344	80	0	0	0
bcDZGL	454	86	4	26	1	337	72	0	0	0
bcFRNI	448	95	1	28	2	322	78	0	0	0
bcEZIN	442	83	6	15	0	338	72	0	0	0
bcHPLU	436	108	8	24	1	295	95	0	0	0
bcEALZ	431	84	6	24	4	313	74	0	0	0
bcBKPU	425	81	5	21	0	318	79	0	0	0
bcAKVQ	419	282	5	19	6	107	185	0	0	0
bcHKHM	414	76	3	15	2	318	59	0	0	0
bcGHLJ	408	85	1	40	4	278	79	0	0	0
bcHKUR	402	80	2	26	2	292	64	0	0	0
bcBHIJ	396	79	3	21	2	291	70	0	0	0
bcHQGS	390	257	1	49	1	82	176	0	0	0
bcCMGA	385	94	4	19	0	268	85	0	0	0
bcEJGF	379	82	1	25	0	271	71	0	0	0
bcBMPY	373	95	2	16	1	259	83	0	0	0
bcBTXD	367	99	5	23	0	240	94	0	0	0
bcHRER	362	60	3	10	0	289	55	0	0	0
bcAITO	356	92	3	26	0	235	89	0	0	0
bcHWKS	350	149	4	15	4	178	105	0	0	0
bcFCOR	344	93	0	20	3	228	83	0	0	0
bcFVLY	339	110	6	23	0	200	96	0	0	0
bcGPUE	333	60	7	23	1	242	62	0	0	0
bcCFGT	328	156	2	40	0	130	113	0	0	0
bcHKZK	322	112	4	16	2	188	89	0	0	0
bcGYAT	317	75	3	15	0	224	70	0	0	0
bcEFMB	312	71	4	14	0	223	63	0	0	0
bcBRVX	306	64	2	12	0	228	54	0	0	0
bcBMDM	301	67	3	13	0	218	60	0	0	0
bcDWNO	296	68	3	17	1	207	66	0	0	0
bcGFUG	290	45	3	21	0	221	42	0	0	0
bcHKWB	285	207	3	28	0	47	125	0	0	0
bcCRMQ	280	53	0	8	0	219	47	0	0	0
bcAKAN	275	84	2	18	0	171	77	0	0	0
bcEBEZ	270	137	5	29	0	99	100	0	0	0
bcCFZH	265	53	1	15	0	196	47	0	0	0
bcAIIR	260	81	4	9	1	165	73	0	0	0
bcGDCW	255	56	4	14	0	181	48	0	0	0
bcAWCC	43862	27835	497	4366	401	10763	29686	0	0	0
bcARHC	26818	17908	333	3044	167	5366	17721	0	0	0
bcDWJG	20529	12804	196	1658	108	5763	15052	0	0	0
bcHRAD	16396	11086	182	1943	113	3072	10031	0	0	0
bcDRLF	13368	9113	135	1669	42	2409	7545	0	0	0
bcCXIW	11244	7206	115	1360	71	2492	6001	0	0	0
bcHPAS	9500	6239	84	1098	35	2044	4838	0	0	0
bcAOKL	7786	5140	65	923	62	1596	4649	0	0	0
bcETOB	6322	4169	65	698	56	1334	3323	0	0	0
bcBYLC	5104	3375	54	605	33	1037	2508	0	0	0
bcDTIR	4258	2803	37	469	67	882	2142	0	0	0
bcEJWH	3731	2163	25	539	11	993	1547	0	0	0
bcBREI	3241	553	56	118	8	2506	544	0	0	0
bcHSCY	2843	1598	24	335	7	879	1087	0	0	0
bcGQDF	2543	1679	34	336	14	480	1269	0	0	0
bcCONK	2306	876	14	188	7	1221	634	0	0	0
bcGYOF	2142	1308	20	303	8	503	912	0	0	0
bcCLSN	1982	1253	23	193	19	494	998	0	0	0
bcHPRH	1868	952	21	233	7	655	635	0	0	0
bcGYTO	1763	348	9	60	6	1340	276	0	0	0
bcHRSR	1683	322	19	60	7	1275	311	0	0	0
bcCTGN	1605	322	12	61	1	1209	261	0	0	0
bcAQYG	1547	908	27	209	7	396	628	0	0	0
bcHAHQ	1486	762	8	194	13	509	507	0	0	0
bcFXDX	1437	806	16	243	4	368	614	0	0	0
bcFXPH	1396	407	17	81	1	890	309	0	0	0
bcFBBO	1360	212	13	54	3	1078	202	0	0	0
