Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcICGV	3187	1524	36	158	21	1448	1237	0	0	0
bcGZQJ	2797	874	17	334	29	1543	674	0	0	0
bcCUSV	2519	1668	35	289	10	517	1361	0	0	0
bcGJYR	2289	1526	27	288	5	443	1214	0	0	0
bcHBBO	2125	335	24	95	5	1666	332	0	0	0
bcBCEE	1968	1278	21	174	11	484	937	0	0	0
bcHLZW	1854	919	21	432	27	455	664	0	0	0
bcGLKK	1752	1029	19	223	7	474	802	0	0	0
bcEPPX	1670	280	21	57	2	1310	249	0	0	0
bcBGKU	1598	1060	12	205	3	318	749	0	0	0
bcDCGN	1540	229	17	53	3	1238	211	0	0	0
bcCWKD	1478	333	6	70	4	1065	287	0	0	0
bcBLPS	1431	264	12	60	4	1091	239	0	0	0
bcHGEA	1392	320	6	59	1	1006	258	0	0	0
bcBURC	1354	228	16	40	1	1069	215	0	0	0
bcDUDA	1316	257	13	71	2	973	216	0	0	0
bcCAFG	1281	213	10	39	2	1017	193	0	0	0
bcBQGY	1250	238	11	53	1	947	223	0	0	0
bcAIKG	1224	265	17	61	2	879	263	0	0	0
bcFDIC	1197	174	15	35	0	973	163	0	0	0
bcHENS	1172	297	20	67	4	784	246	0	0	0
bcGBXA	1150	242	15	48	4	841	217	0	0	0
bcAMVM	1126	723	11	167	2	223	509	0	0	0
bcBXZC	1106	190	9	35	5	867	171	0	0	0
bcERZV	1088	720	5	119	0	244	555	0	0	0
bcGTIF	1070	187	14	46	3	820	184	0	0	0
bcBIBP	1052	300	15	62	2	673	250	0	0	0
bcGMFY	1035	245	8	41	2	739	202	0	0	0
bcHDUQ	1019	211	11	51	2	744	184	0	0	0
bcFLQP	1003	190	7	52	1	753	177	0	0	0
bcIIYB	990	241	4	46	2	697	213	0	0	0
bcHUJG	976	180	5	37	0	754	141	0	0	0
bcIGQB	962	163	8	32	1	758	149	0	0	0
bcBZWJ	950	204	8	52	1	685	177	0	0	0
bcHQAA	938	509	8	108	5	308	356	0	0	0
bcEYRX	926	243	10	41	1	631	190	0	0	0
bcAWJP	914	549	9	126	2	228	361	0	0	0
bcHDKS	903	410	11	92	3	387	271	0	0	0
bcBKQY	893	476	3	99	8	307	336	0	0	0
bcBDXH	882	148	9	26	3	696	128	0	0	0
bcIGZL	872	185	15	47	3	622	166	0	0	0
bcATOP	861	163	6	77	2	613	147	0	0	0
bcIILP	851	185	6	33	0	627	155	0	0	0
bcBCMI	841	167	4	52	1	617	148	0	0	0
bcFNGE	831	143	9	38	2	639	133	0	0	0
bcDQOS	822	112	6	33	1	670	104	0	0	0
bcFFPK	813	180	7	38	1	587	158	0	0	0
bcBJSZ	805	142	8	30	1	624	136	0	0	0
bcCKIO	796	184	9	31	3	569	154	0	0	0
bcFBAU	787	386	5	84	4	308	268	0	0	0
bcHLBX	780	191	8	41	1	539	165	0	0	0
bcEAJS	771	155	6	37	1	572	146	0	0	0
bcIEMH	764	144	8	35	2	575	131	0	0	0
bcGHVE	756	118	10	23	2	603	105	0	0	0
bcBFGP	747	120	11	33	0	583	113	0	0	0
bcHMYD	739	94	5	22	2	616	84	0	0	0
bcHFLW	732	117	11	28	1	575	102	0	0	0
bcFRDC	724	151	10	38	1	524	139	0	0	0
bcCLYT	717	129	5	28	2	553	122	0	0	0
bcIDLU	711	181	12	35	2	481	154	0	0	0
bcABZP	704	140	7	43	3	511	138	0	0	0
bcDQKM	697	154	3	34	1	505	138	0	0	0
bcCUHM	690	241	7	40	3	399	196	0	0	0
bcHPOQ	683	123	7	25	1	527	105	0	0	0
bcBQDI	676	112	7	28	2	527	100	0	0	0
bcADFG	669	161	8	32	2	466	152	0	0	0
bcATKI	663	145	3	43	0	472	118	0	0	0
bcFQYY	656	133	4	28	0	491	124	0	0	0
bcBIQP	650	147	8	31	4	460	138	0	0	0
bcBTLT	643	332	10	51	6	244	241	0	0	0
bcGYDR	637	164	8	29	1	435	133	0	0	0
bcFXVJ	630	104	4	30	0	492	101	0	0	0
bcGJNT	623	110	9	18	2	484	104	0	0	0
bcCQGD	617	92	9	15	0	501	88	0	0	0
bcFUVP	611	100	4	11	0	496	91	0	0	0
bcHQRG	604	103	5	29	1	466	91	0	0	0
bcECVF	597	352	4	66	4	171	254	0	0	0
bcCPRB	591	147	4	63	3	374	136	0	0	0
bcEGEC	585	150	3	28	2	402	125	0	0	0
bcBXVR	579	124	7	21	0	427	107	0	0	0
bcDAIL	572	146	3	28	1	394	125	0	0	0
bcGGRK	565	371	3	68	1	122	254	0	0	0
bcHGDF	559	117	5	23	0	414	108	0	0	0
bcCSWV	553	157	1	16	1	378	123	0	0	0
bcEZFD	546	139	5	37	6	359	114	0	0	0
bcAECE	539	116	2	18	1	402	103	0	0	0
bcDPHT	533	144	2	31	4	352	125	0	0	0
bcGQAK	526	86	3	23	1	413	73	0	0	0
bcBFDD	520	140	8	31	6	335	118	0	0	0
bcBYLV	514	86	4	28	2	394	79	0	0	0
bcHPFF	508	86	5	13	3	401	78	0	0	0
bcEDKR	502	122	6	22	1	351	113	0	0	0
bcAIXA	497	89	5	23	2	378	85	0	0	0
bcDJQX	490	118	6	26	1	339	108	0	0	0
bcGRXP	484	63	2	19	0	400	58	0	0	0
bcGEPX	478	169	6	32	4	267	136	0	0	0
bcCJMY	472	101	6	28	4	333	84	0	0	0
bcGHDA	466	99	6	21	1	339	99	0	0	0
bcCAWM	460	102	1	31	1	325	91	0	0	0
bcEKAO	453	103	1	30	0	319	86	0	0	0
bcBOGR	447	85	9	17	0	336	89	0	0	0
bcETQM	441	110	1	17	3	310	88	0	0	0
bcFIKU	435	242	5	65	3	120	181	0	0	0
bcEFBY	430	92	9	29	1	299	81	0	0	0
bcDCDC	424	85	11	18	0	310	88	0	0	0
bcHKHL	419	257	4	56	2	100	162	0	0	0
bcHOET	413	100	1	27	3	282	86	0	0	0
bcEMCU	407	61	2	13	0	331	63	0	0	0
bcDEEN	401	56	2	11	0	332	54	0	0	0
bcDXXX	395	83	2	18	1	291	75	0	0	0
bcBEEC	390	59	1	20	0	310	50	0	0	0
bcCQRI	384	178	2	24	0	180	123	0	0	0
bcHYWD	378	78	4	14	1	281	74	0	0	0
bcDRLB	372	84	2	26	1	259	73	0	0	0
bcFFFO	366	82	2	22	2	258	69	0	0	0
bcDHQC	361	95	3	21	1	241	82	0	0	0
bcCCXV	355	116	4	14	2	219	87	0	0	0
bcARIP	349	88	4	22	0	235	73	0	0	0
bcFLPI	344	109	5	20	1	209	96	0	0	0
bcCZVD	338	102	2	66	2	166	85	0	0	0
bcHQWO	333	138	5	113	4	73	106	0	0	0
bcEYAU	327	65	3	11	0	248	57	0	0	0
bcFLDV	322	95	3	21	0	203	88	0	0	0
bcDKUL	316	177	1	42	1	95	112	0	0	0
bcHTQZ	311	58	2	10	1	240	41	0	0	0
bcCVVH	306	94	0	8	1	203	80	0	0	0
bcAQTC	300	153	2	45	1	99	106	0	0	0
bcDSAX	295	57	6	9	0	223	58	0	0	0
bcBCTD	290	63	2	7	1	217	48	0	0	0
bcDWGL	284	68	1	17	2	196	63	0	0	0
bcIICR	279	64	3	12	0	200	69	0	0	0
bcCMEA	274	69	4	20	1	180	73	0	0	0
bcBPVP	269	95	4	35	1	134	80	0	0	0
bcDERI	264	138	2	35	0	89	112	0	0	0
bcBXNX	259	43	2	10	0	204	40	0	0	0
bcBESU	255	69	4	36	1	145	67	0	0	0
bcFMHA	40126	26699	387	4954	332	7754	25694	0	0	0
bcFVBC	25639	17146	249	3189	149	4906	15370	0	0	0
bcCONL	19886	6200	137	8447	357	4745	5338	0	0	0
bcCQGU	15877	11048	179	1723	161	2766	9191	0	0	0
bcEJPJ	13119	8511	113	1411	32	3052	7087	0	0	0
bcCRTC	11007	6960	122	1090	132	2703	5743	0	0	0
bcHGKU	9279	6309	90	1158	16	1706	4725	0	0	0
bcBQDZ	7553	4297	109	612	25	2510	3572	0	0	0
bcCTHB	6174	4330	60	675	24	1085	3070	0	0	0
bcBQZS	4975	2988	62	523	32	1370	2161	0	0	0
bcBSVO	4176	2668	41	473	15	979	2181	0	0	0
bcDMKZ	3671	2499	33	381	9	749	1941	0	0	0
bcFVCX	3187	1192	36	270	12	1677	879	0	0	0
bcDXTD	2797	658	12	1647	71	409	544	0	0	0
bcDRDK	2518	1233	22	166	16	1081	945	0	0	0
bcBYTI	2289	997	26	229	11	1026	755	0	0	0
bcAKTU	2125	989	29	165	15	927	707	0	0	0
bcBDGF	1967	1253	18	247	6	443	906	0	0	0
bcENIO	1849	318	19	88	5	1419	284	0	0	0
bcBFEM	1752	994	16	224	8	510	719	0	0	0
bcEYYM	1670	619	20	132	5	894	440	0	0	0
bcHLJF	1598	269	13	54	1	1261	253	0	0	0
bcHFIM	1539	824	12	76	12	615	568	0	0	0
bcCCZO	1478	219	19	68	2	1170	197	0	0	0
bcAQFC	1431	813	8	161	6	443	566	0	0	0
bcGNYD	1391	255	9	66	2	1059	226	0	0	0
bcDVTS	1353	222	12	45	5	1069	192	0	0	0
bcCCVG	1316	587	12	130	11	576	456	0	0	0
bcDFQT	1281	202	14	47	2	1016	199	0	0	0
bcDBTC	1250	826	14	134	2	274	657	0	0	0
bcFYDH	1224	268	16	58	1	881	240	0	0	0
bcEEIN	1197	248	10	45	1	893	229	0	0	0
bcCUPM	1172	690	13	176	8	285	478	0	0	0
bcEVVP	1150	202	12	40	1	895	174	0	0	0
bcCTUN	1126	280	12	62	0	772	247	0	0	0
bcDLBF	1106	169	13	58	1	865	164	0	0	0
bcGMMU	1088	216	9	38	4	821	187	0	0	0
bcCSSW	1070	197	12	51	6	804	184	0	0	0
bcCAIE	1052	167	10	28	2	845	155	0	0	0
bcGEYI	1035	192	15	43	1	784	195	0	0	0
bcEDGZ	1019	155	7	50	0	807	149	0	0	0
bcAMKD	1003	309	8	64	3	619	251	0	0	0
bcDGMG	990	194	10	29	0	757	182	0	0	0
bcIDDR	976	181	5	41	1	748	158	0	0	0
bcHTIR	962	212	12	58	2	678	193	0	0	0
bcDLGM	950	155	9	37	1	748	143	0	0	0
bcEOYI	938	596	13	120	4	205	446	0	0	0
bcHLTH	926	150	8	30	1	737	130	0	0	0
bcERYY	914	177	7	43	3	684	169	0	0	0
bcCVMA	902	204	6	45	2	645	180	0	0	0
bcCDRD	893	169	3	43	2	676	137	0	0	0
bcFCDO	882	200	10	47	2	623	186	0	0	0
bcAPGG	872	151	7	32	1	681	131	0	0	0
bcGVLZ	861	187	8	45	1	620	155	0	0	0
bcCCAN	851	114	14	34	4	685	111	0	0	0
bcGGXG	841	182	12	36	0	611	172	0	0	0
bcIGLB	830	164	8	49	0	609	156	0	0	0
bcFYTZ	821	419	3	100	2	297	302	0	0	0
bcFXRJ	813	205	8	39	1	560	191	0	0	0
bcBRVF	805	377	14	78	2	334	270	0	0	0
bcGLOQ	796	224	4	35	7	526	195	0	0	0
bcBCWO	787	131	6	36	2	612	112	0	0	0
bcCSQB	780	195	4	53	0	528	178	0	0	0
bcEFOA	771	163	8	31	1	568	143	0	0	0
bcEPSV	764	164	7	39	2	552	125	0	0	0
bcGETZ	756	177	6	36	3	534	151	0	0	0
bcGGTC	747	106	8	19	1	613	100	0	0	0
bcFHZE	739	394	5	88	1	251	292	0	0	0
bcCFWK	732	394	5	37	7	289	302	0	0	0
bcCLJN	724	198	7	41	2	476	178	0	0	0
bcFSLH	717	139	9	29	1	539	134	0	0	0
bcFKWE	711	397	7	82	5	220	259	0	0	0
bcFSNY	704	125	5	30	1	543	123	0	0	0
bcFNCW	697	132	9	43	3	510	123	0	0	0
bcALLA	690	115	10	28	2	535	109	0	0	0
bcDXRW	683	117	5	29	1	531	108	0	0	0
bcFMJO	676	187	9	39	4	437	150	0	0	0
bcHWOM	669	115	5	29	1	519	107	0	0	0
bcIGBK	663	166	8	31	5	453	145	0	0	0
bcASRC	656	112	10	29	4	501	110	0	0	0
bcEVNR	649	139	8	26	2	474	108	0	0	0
bcDZDM	643	115	5	29	2	492	97	0	0	0
bcGBOW	636	145	8	38	3	442	140	0	0	0
bcCFBL	630	129	7	29	2	463	115	0	0	0
bcGMCY	623	145	10	29	3	436	151	0	0	0
bcGBPW	617	135	15	11	2	454	125	0	0	0
bcDQYH	611	156	1	32	0	422	122	0	0	0
bcDVOL	604	89	7	23	0	485	85	0	0	0
bcHNJN	597	107	5	27	5	453	102	0	0	0
bcGNKH	591	137	8	28	1	417	121	0	0	0
bcHFUG	585	135	8	24	1	417	118	0	0	0
bcBRTZ	579	87	4	14	1	473	82	0	0	0
bcGBEH	572	130	4	35	3	400	108	0	0	0
bcDCAK	565	174	7	31	4	349	165	0	0	0
bcFNID	559	89	4	21	0	445	82	0	0	0
bcFMXV	553	136	5	18	0	394	105	0	0	0
bcAMWW	546	102	5	14	1	424	92	0	0	0
bcBBIQ	539	103	4	25	0	407	107	0	0	0
bcHNFQ	533	104	5	28	0	396	91	0	0	0
bcFLHN	526	255	3	55	2	211	197	0	0	0
bcCQNA	520	106	6	23	2	383	108	0	0	0
bcCDWU	514	293	2	68	1	150	200	0	0	0
bcGWHR	508	114	3	19	6	366	101	0	0	0
bcCQSD	502	74	5	21	0	402	70	0	0	0
bcGCAA	496	131	4	19	3	339	114	0	0	0
bcBAMH	490	108	2	22	3	355	92	0	0	0
bcFJAO	484	109	7	16	3	349	98	0	0	0
bcFEQU	478	92	0	16	0	370	76	0	0	0
bcAGWP	472	75	7	13	0	377	77	0	0	0
bcGKLC	466	123	4	29	0	310	106	0	0	0
bcBTVR	460	78	6	17	2	357	79	0	0	0
bcCBOB	453	109	2	37	2	303	89	0	0	0
bcFJXY	447	86	3	11	1	346	80	0	0	0
bcHHOU	441	106	5	15	2	313	97	0	0	0
bcENNS	435	63	1	11	0	360	54	0	0	0
bcBDKI	430	247	3	71	5	104	180	0	0	0
bcBVNW	424	68	1	12	1	342	61	0	0	0
bcHIZI	419	45	5	22	1	346	45	0	0	0
bcDJEK	413	83	6	18	1	305	68	0	0	0
bcELDY	407	101	6	21	0	279	95	0	0	0
bcDMTQ	401	104	2	30	1	264	91	0	0	0
bcEXEA	395	79	2	21	1	292	73	0	0	0
bcEKEM	389	213	2	44	1	129	139	0	0	0
bcCGYB	384	79	6	17	1	281	68	0	0	0
bcESBW	378	104	5	22	2	245	99	0	0	0
bcDNFW	372	86	3	13	3	267	71	0	0	0
bcGRMP	366	86	3	12	0	265	77	0	0	0
bcBZZS	361	69	2	15	1	274	51	0	0	0
bcDJUM	355	118	4	20	2	211	111	0	0	0
bcATWF	349	96	1	16	1	235	83	0	0	0
bcCDEB	344	62	4	17	0	261	55	0	0	0
bcFOSU	338	99	3	24	1	211	87	0	0	0
bcHMAA	333	81	3	16	0	233	69	0	0	0
bcBLGG	327	108	8	17	1	193	86	0	0	0
bcAICL	322	94	5	15	0	208	78	0	0	0
bcDZMU	316	57	1	12	0	246	52	0	0	0
bcALRU	311	139	3	11	2	156	105	0	0	0
bcAOWM	306	55	2	7	2	240	45	0	0	0
bcDRYI	300	41	2	7	0	250	39	0	0	0
bcFMPI	295	46	3	3	0	243	47	0	0	0
bcFNTK	290	67	2	13	2	206	58	0	0	0
bcGRAM	284	70	2	20	4	188	64	0	0	0
bcFZSY	279	148	4	27	0	100	113	0	0	0
bcGRYP	274	65	5	11	0	193	56	0	0	0
bcFWMD	269	125	0	14	0	130	98	0	0	0
bcFKKE	264	73	4	22	0	165	70	0	0	0
bcFIET	259	44	1	4	1	209	38	0	0	0
bcDOGF	255	41	3	9	0	202	39	0	0	0
bcHAKB	39915	26450	429	5283	407	7346	24156	0	0	0
bcHWCU	25617	17061	273	2803	128	5352	15893	0	0	0
bcBXSZ	19858	13539	179	2477	260	3403	12063	0	0	0
bcDMAR	15874	10917	144	1635	42	3136	9052	0	0	0
bcGQLL	13105	8554	86	1218	43	3204	7245	0	0	0
bcDZSF	10979	6853	111	1276	69	2670	5838	0	0	0
bcDOJD	9274	6129	88	1190	36	1831	5256	0	0	0
bcBIQB	7546	4226	64	410	42	2804	3530	0	0	0
bcHNOM	6169	2878	49	1894	91	1257	2250	0	0	0
bcAQRS	4969	3218	60	467	44	1180	2239	0	0	0
bcBNDW	4164	1041	39	295	14	2775	918	0	0	0
bcAYOD	3669	2390	28	418	7	826	1811	0	0	0
bcBLIY	3186	707	25	204	31	2219	564	0	0	0
bcELNQ	2795	1595	29	375	15	781	1127	0	0	0
bcANKA	2518	1772	20	220	4	502	1317	0	0	0
bcEZFS	2288	1315	27	235	20	691	929	0	0	0
bcEZTD	2122	1391	18	265	10	438	1002	0	0	0
bcBHXK	1967	946	17	235	6	763	662	0	0	0
bcBCJC	1849	1059	19	231	6	534	757	0	0	0
bcHGLG	1752	303	16	54	1	1378	273	0	0	0
bcGDTJ	1670	1022	19	235	15	379	769	0	0	0
bcBILF	1598	400	11	80	2	1105	338	0	0	0
bcBHNP	1539	268	22	64	6	1179	242	0	0	0
bcDSPV	1477	458	13	99	3	904	358	0	0	0
bcBXKI	1431	193	9	37	0	1192	176	0	0	0
bcEJUW	1391	210	12	40	2	1127	196	0	0	0
bcDWWV	1353	836	17	188	5	307	599	0	0	0
bcCQYJ	1316	828	7	163	7	311	563	0	0	0
bcFBBZ	1281	306	12	51	3	909	273	0	0	0
bcDFZO	1250	702	16	145	3	384	548	0	0	0
bcDHJF	1224	220	9	34	2	959	219	0	0	0
bcEVCL	1197	176	12	38	5	966	174	0	0	0
bcHNKV	1172	220	6	45	2	899	182	0	0	0
bcCHVM	1149	698	16	165	4	266	496	0	0	0
bcATLY	1126	408	12	68	5	633	312	0	0	0
bcHNXL	1106	204	10	47	2	843	187	0	0	0
bcEJXX	1087	437	13	94	2	541	327	0	0	0
bcHEDA	1070	184	12	53	2	819	172	0	0	0
bcBDIX	1052	200	9	41	1	801	179	0	0	0
bcCILT	1035	186	15	36	2	796	172	0	0	0
bcGVPO	1019	150	7	44	1	817	131	0	0	0
bcBCRK	1003	222	8	52	5	716	194	0	0	0
bcEDCS	990	170	6	29	4	781	163	0	0	0
bcCWVO	976	142	8	42	2	782	134	0	0	0
bcGMPA	962	177	5	42	4	734	173	0	0	0
bcEFQJ	950	172	8	43	3	724	151	0	0	0
bcATLM	938	158	5	33	2	740	143	0	0	0
bcHNRM	925	190	10	39	0	686	187	0	0	0
bcAEFG	914	175	11	29	1	698	166	0	0	0
bcBINS	902	153	11	38	1	699	138	0	0	0
bcCXKI	892	204	4	32	0	652	176	0	0	0
bcDNOM	882	107	6	25	1	743	102	0	0	0
bcDWRT	872	166	7	25	0	674	152	0	0	0
bcAMNE	861	189	8	32	7	625	155	0	0	0
bcBIIE	851	156	12	43	1	639	143	0	0	0
bcBOMM	841	127	5	37	1	671	118	0	0	0
bcBTGG	830	189	3	51	5	582	170	0	0	0
bcGVYT	821	133	4	30	3	651	124	0	0	0
bcAXND	813	124	8	33	0	648	117	0	0	0
bcHUFY	805	207	7	37	0	554	179	0	0	0
bcECFR	796	158	4	53	2	579	123	0	0	0
bcHARE	787	178	3	33	1	572	149	0	0	0
bcGYKQ	780	168	6	47	2	557	160	0	0	0
bcCHGG	771	442	5	112	7	205	315	0	0	0
bcEUHD	764	165	6	32	2	559	149	0	0	0
bcDHKD	756	416	11	76	6	247	299	0	0	0
bcHXSK	747	124	1	29	2	591	111	0	0	0
bcFHGZ	739	163	12	35	4	525	156	0	0	0
bcIEGV	732	393	14	106	2	217	287	0	0	0
bcFPOA	724	154	6	37	1	526	149	0	0	0
bcBTHU	717	183	9	58	1	466	182	0	0	0
bcEKZN	711	172	9	31	3	496	156	0	0	0
bcFGMA	704	133	10	38	1	522	127	0	0	0
bcCUEO	697	136	9	41	2	509	125	0	0	0
bcFCYH	690	106	9	34	0	541	97	0	0	0
bcDQVQ	683	165	4	40	2	472	141	0	0	0
bcDWCY	676	187	5	37	1	446	179	0	0	0
bcGJHS	669	120	6	18	2	523	115	0	0	0
bcDBUB	663	145	3	51	1	463	144	0	0	0
bcHBYE	656	137	7	28	1	483	125	0	0	0
bcHKHV	649	131	5	17	0	496	118	0	0	0
bcIDFS	643	124	4	16	7	492	114	0	0	0
bcEEEM	636	109	4	29	2	492	96	0	0	0
bcFLEK	630	124	2	24	3	477	113	0	0	0
bcDMZD	623	385	7	90	3	138	272	0	0	0
bcEKBZ	617	153	7	26	0	431	112	0	0	0
bcBAJX	611	95	7	32	2	475	100	0	0	0
bcDOHB	604	95	6	40	2	461	84	0	0	0
bcBRZR	597	341	8	100	3	145	223	0	0	0
bcFHAI	591	277	8	58	2	246	210	0	0	0
bcFYVG	585	135	9	32	0	409	123	0	0	0
bcCUNV	579	90	4	18	1	466	79	0	0	0
bcEGNB	572	133	7	31	1	400	107	0	0	0
bcAIJD	565	116	5	29	2	413	114	0	0	0
bcBTJI	559	86	6	18	1	448	81	0	0	0
bcHFGB	553	103	3	14	2	431	95	0	0	0
bcHGJY	546	247	2	73	3	221	177	0	0	0
bcAQTT	539	160	13	30	3	333	139	0	0	0
bcHVJF	533	143	7	23	3	357	133	0	0	0
bcFXCM	526	138	5	22	2	359	129	0	0	0
bcCDXL	520	305	2	51	2	160	199	0	0	0
bcGFWK	514	96	5	22	5	386	86	0	0	0
bcHYVD	508	137	2	30	2	337	124	0	0	0
bcBQWQ	502	66	8	20	3	405	67	0	0	0
bcELVV	496	147	5	31	1	312	127	0	0	0
bcCGQJ	490	85	5	16	1	383	80	0	0	0
bcBPMJ	484	221	9	12	4	238	155	0	0	0
bcCZZI	478	95	7	14	0	362	88	0	0	0
bcIDHP	472	110	7	23	3	329	96	0	0	0
bcGDJK	466	132	3	29	0	302	117	0	0	0
bcIJIG	460	92	3	17	3	345	83	0	0	0
bcCRRU	453	85	7	20	2	339	69	0	0	0
bcCZWA	447	94	1	11	0	341	79	0	0	0
bcHBBE	441	283	3	37	1	117	206	0	0	0
bcAKWI	435	110	1	27	0	297	93	0	0	0
bcDDSC	430	91	10	17	1	311	91	0	0	0
bcFTRK	424	67	4	10	2	341	63	0	0	0
bcBXJJ	420	90	6	20	3	301	87	0	0	0
bcANIA	413	82	3	30	0	298	76	0	0	0
bcHUAM	407	72	2	17	0	316	62	0	0	0
bcAWVG	401	95	4	22	1	279	81	0	0	0
bcBENW	395	100	5	24	1	265	94	0	0	0
bcGATQ	389	92	2	24	0	271	81	0	0	0
bcATVS	384	85	4	30	2	263	71	0	0	0
bcGDNE	378	219	8	42	1	108	179	0	0	0
bcAFSA	372	107	3	27	4	231	98	0	0	0
bcBCZJ	366	93	1	19	3	250	80	0	0	0
bcHAWX	361	99	2	16	0	244	73	0	0	0
bcEPLF	355	103	3	14	0	235	87	0	0	0
bcIHHL	349	199	5	29	1	115	214	0	0	0
bcENZE	344	166	6	40	2	130	144	0	0	0
bcBJGJ	338	67	4	15	0	252	57	0	0	0
bcARFL	333	87	3	20	2	221	74	0	0	0
bcEHCR	327	60	3	12	0	252	55	0	0	0
bcBEWC	322	72	2	14	0	234	62	0	0	0
bcIJJE	316	62	5	7	1	241	52	0	0	0
bcBJGK	311	67	0	9	1	234	58	0	0	0
bcIGKQ	306	80	2	14	2	208	75	0	0	0
bcGWUA	300	133	2	44	0	121	101	0	0	0
bcDAYB	295	56	3	16	0	220	50	0	0	0
bcESZH	290	64	2	12	1	211	55	0	0	0
bcAHFS	284	89	4	16	1	174	88	0	0	0
bcBNED	279	54	0	9	1	215	46	0	0	0
bcATUQ	274	73	4	10	1	186	65	0	0	0
bcEBNM	269	87	2	16	0	164	76	0	0	0
bcFYVS	264	98	4	18	3	141	81	0	0	0
bcGBPM	259	98	3	12	2	144	71	0	0	0
bcDRBE	255	83	0	20	1	151	58	0	0	0
bcEVHZ	39899	24334	439	4483	230	10413	22396	0	0	0
bcHCLR	25598	15424	216	1732	129	8097	15435	0	0	0
bcFPAY	19810	13371	235	2020	220	3964	11297	0	0	0
bcCLEL	15865	10926	191	1816	166	2766	10035	0	0	0
bcCVNU	13097	8698	133	1531	43	2692	7849	0	0	0
bcBUYA	10967	7271	86	1240	64	2306	6176	0	0	0
bcEMRP	9265	6399	85	988	25	1768	4949	0	0	0
bcDUWI	7529	4925	76	849	30	1649	4310	0	0	0
bcHGGH	6169	3458	60	317	28	2306	2597	0	0	0
bcDBED	4969	2511	43	1327	63	1025	1965	0	0	0
bcHGOT	4162	1363	30	1991	73	705	1043	0	0	0
bcBUHL	3663	2077	38	307	18	1223	1810	0	0	0
bcHILE	3173	1945	34	458	14	722	1315	0	0	0
bcBOFS	2794	1830	17	261	11	675	1375	0	0	0
bcAGEI	2516	1460	27	239	11	779	1076	0	0	0
bcESOI	2288	1333	13	346	9	587	959	0	0	0
bcFMZU	2121	878	21	234	14	974	689	0	0	0
bcIEWP	1967	360	21	76	5	1505	314	0	0	0
bcHAFV	1849	1088	24	217	7	513	741	0	0	0
bcEYJQ	1752	828	19	126	21	758	570	0	0	0
bcDFNS	1669	1040	11	43	2	573	766	0	0	0
bcFJTP	1598	935	16	149	12	486	745	0	0	0
bcAXPW	1539	473	10	458	23	575	357	0	0	0
bcBFAB	1477	763	16	143	6	549	596	0	0	0
bcDJJE	1431	340	8	71	3	1009	319	0	0	0
bcFWSM	1391	221	15	48	6	1101	209	0	0	0
bcDQPG	1352	231	15	62	12	1032	231	0	0	0
bcGSFP	1316	779	9	217	7	304	533	0	0	0
bcBPRA	1281	289	12	67	7	906	262	0	0	0
bcGUED	1250	198	12	43	5	992	178	0	0	0
bcCRYG	1224	178	16	42	3	985	170	0	0	0
bcESKP	1197	228	15	32	4	918	189	0	0	0
bcBAXT	1172	196	14	44	2	916	181	0	0	0
bcGKXH	1149	251	12	53	0	833	235	0	0	0
bcFIMK	1126	228	17	53	5	823	211	0	0	0
bcGKSP	1106	284	10	44	5	763	247	0	0	0
bcEPPJ	1087	216	8	50	6	807	189	0	0	0
bcAQBB	1070	174	6	47	1	842	162	0	0	0
bcICYW	1052	279	6	67	1	699	241	0	0	0
bcGPML	1035	227	12	66	2	728	213	0	0	0
bcDCIF	1019	163	3	56	4	793	146	0	0	0
bcDGSM	1003	217	10	43	9	724	189	0	0	0
bcETXT	990	157	9	38	1	785	148	0	0	0
bcGLKF	975	178	15	37	3	742	169	0	0	0
bcBHTZ	961	163	6	38	4	750	141	0	0	0
bcARPS	950	201	10	49	2	688	205	0	0	0
bcGWZX	938	185	9	39	2	703	163	0	0	0
bcEAPG	925	291	7	43	2	582	230	0	0	0
bcDQHW	914	156	6	38	3	711	140	0	0	0
bcEBWF	902	168	12	33	0	689	155	0	0	0
bcGVOZ	892	165	5	43	2	677	143	0	0	0
bcHERH	882	376	8	67	5	426	257	0	0	0
bcGVQA	872	143	13	26	5	685	135	0	0	0
bcALHI	861	215	6	101	6	533	197	0	0	0
bcGOBT	851	189	4	36	2	620	157	0	0	0
bcDUMA	841	543	6	110	3	179	408	0	0	0
bcDTTA	830	183	14	36	4	593	182	0	0	0
bcHVUY	821	232	7	37	2	543	193	0	0	0
bcBRCY	813	145	6	27	0	635	120	0	0	0
bcEIXS	805	152	5	20	2	626	148	0	0	0
bcAIWB	796	166	4	37	2	587	167	0	0	0
bcBSVI	787	182	9	46	2	548	171	0	0	0
bcABHX	780	140	6	48	3	583	133	0	0	0
bcHTNN	771	97	6	33	0	635	95	0	0	0
bcBFHP	764	162	7	36	0	559	143	0	0	0
bcEEUW	756	130	5	43	7	571	120	0	0	0
bcACHV	747	104	7	23	4	609	99	0	0	0
bcGUDK	739	148	9	38	1	543	136	0	0	0
bcBPKC	732	122	10	22	0	578	119	0	0	0
