Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcAROG	1278	151	17	42	4	1064	160	0	0	0
bcHPVK	1244	117	13	35	4	1075	122	0	0	0
bcFHSO	1211	132	9	33	1	1036	125	0	0	0
bcFDIF	1186	79	12	33	0	1062	85	0	0	0
bcAXDS	1159	106	8	30	0	1015	109	0	0	0
bcDWCY	1137	640	23	108	5	361	618	0	0	0
bcAJZZ	1115	473	17	99	5	521	462	0	0	0
bcDXHJ	1095	136	14	35	3	907	141	0	0	0
bcATME	1072	90	9	35	0	938	95	0	0	0
bcADYN	1053	139	7	26	0	881	138	0	0	0
bcAYLE	1035	436	10	101	1	487	384	0	0	0
bcESWV	1017	158	8	52	1	798	147	0	0	0
bcFTSG	1002	85	7	38	2	870	89	0	0	0
bcDRBQ	987	108	10	28	1	840	108	0	0	0
bcEEKD	972	152	8	39	1	772	145	0	0	0
bcGZPW	957	98	10	28	2	819	104	0	0	0
bcAOPO	944	230	11	21	2	680	222	0	0	0
bcHEMZ	931	146	13	26	4	742	143	0	0	0
bcBYQP	919	135	6	37	4	737	120	0	0	0
bcBNJX	905	86	6	30	1	782	91	0	0	0
bcDYLJ	893	113	4	13	0	763	111	0	0	0
bcBENE	881	91	4	21	1	764	91	0	0	0
bcBGRK	869	106	4	25	3	731	105	0	0	0
bcECYF	858	70	9	11	2	766	72	0	0	0
bcEKEO	848	92	5	23	0	728	90	0	0	0
bcFBVR	837	87	4	25	1	720	86	0	0	0
bcADUZ	827	90	7	23	1	706	94	0	0	0
bcCMWP	816	91	9	28	1	687	94	0	0	0
bcHOVC	806	108	2	33	0	663	101	0	0	0
bcENHA	795	87	5	17	1	685	86	0	0	0
bcESQB	786	79	6	19	2	680	75	0	0	0
bcBJJP	777	95	7	19	0	656	96	0	0	0
bcEUVI	767	95	12	15	0	645	97	0	0	0
bcDICV	758	84	7	23	1	643	87	0	0	0
bcEUCO	749	191	15	14	0	529	190	0	0	0
bcBGJT	739	94	6	25	2	612	98	0	0	0
bcCGAS	730	76	15	16	0	623	88	0	0	0
bcAKDX	722	71	2	25	0	624	68	0	0	0
bcFRHD	714	67	3	19	3	622	63	0	0	0
bcEIVF	707	362	10	91	3	241	302	0	0	0
bcCDRD	699	63	5	16	1	614	61	0	0	0
bcBNRS	691	85	9	30	0	567	94	0	0	0
bcDIQK	684	89	5	21	2	567	88	0	0	0
bcHSEY	677	99	11	21	0	546	109	0	0	0
bcCEFR	669	117	6	24	1	521	112	0	0	0
bcFRZA	661	177	5	30	1	448	146	0	0	0
bcHXDW	653	83	7	19	1	543	83	0	0	0
bcCJLU	647	78	10	24	1	534	74	0	0	0
bcGBTS	639	103	5	24	0	507	105	0	0	0
bcGDRH	633	61	9	13	0	550	64	0	0	0
bcASZM	626	171	5	50	1	399	167	0	0	0
bcFJAH	619	100	3	15	1	500	96	0	0	0
bcGQDC	612	224	9	56	2	321	204	0	0	0
bcGAWG	606	69	4	14	2	517	69	0	0	0
bcHMRT	599	150	4	36	1	408	133	0	0	0
bcBPAD	593	72	5	16	1	499	73	0	0	0
bcIEDX	586	245	10	45	1	285	208	0	0	0
bcGBHK	577	305	6	55	0	211	244	0	0	0
bcDLKH	571	52	5	14	0	500	56	0	0	0
bcEJRP	564	54	5	23	2	480	59	0	0	0
bcFJCB	558	38	4	14	0	502	41	0	0	0
bcCJPW	551	69	5	25	3	449	72	0	0	0
bcDLQD	545	80	2	18	4	441	75	0	0	0
bcFBUO	538	67	3	12	0	456	66	0	0	0
bcCZUH	532	75	5	20	1	431	76	0	0	0
bcFORV	526	252	11	39	5	219	238	0	0	0
bcCRRU	519	74	8	20	2	415	74	0	0	0
bcCBKB	513	46	5	14	1	447	50	0	0	0
bcFHTR	507	55	4	12	0	436	49	0	0	0
bcGTNR	500	47	6	10	0	437	55	0	0	0
bcAKKK	494	216	4	63	3	208	180	0	0	0
bcGRQQ	487	45	4	15	0	423	47	0	0	0
bcDMBJ	481	41	2	16	1	421	41	0	0	0
bcCUVI	475	74	6	20	0	375	75	0	0	0
bcHMNT	469	61	5	19	0	384	62	0	0	0
bcCEEW	463	67	2	22	0	372	62	0	0	0
bcHRCQ	456	63	2	31	0	360	64	0	0	0
bcFABP	449	92	2	19	1	335	87	0	0	0
bcEESU	443	76	5	23	3	336	70	0	0	0
bcBZXJ	438	208	9	50	2	169	175	0	0	0
bcFRBO	432	42	5	5	0	380	40	0	0	0
bcCQJK	426	53	1	14	1	357	49	0	0	0
bcDAKF	420	44	1	16	1	358	45	0	0	0
bcASHZ	415	51	6	12	0	346	54	0	0	0
bcDNCK	410	70	1	12	1	326	62	0	0	0
bcDPBD	404	191	8	44	3	158	175	0	0	0
bcIIPH	398	79	5	19	0	295	77	0	0	0
bcHYUI	392	73	7	17	0	295	73	0	0	0
bcDYTR	386	77	5	18	0	286	73	0	0	0
bcDXYU	380	91	3	31	2	253	87	0	0	0
bcBLEN	375	89	2	18	0	266	81	0	0	0
bcHJMN	369	52	5	15	2	295	49	0	0	0
bcGLAM	363	76	2	18	0	267	75	0	0	0
bcCJWY	357	38	11	10	1	297	44	0	0	0
bcDDAD	351	36	2	16	1	296	36	0	0	0
bcHHHV	346	37	3	14	0	292	36	0	0	0
bcIEUH	341	66	5	15	0	255	65	0	0	0
bcFUHL	335	49	3	8	1	274	48	0	0	0
bcAVHY	330	124	3	24	1	178	104	0	0	0
bcBHBZ	324	170	6	40	1	107	150	0	0	0
bcCYUO	318	35	3	8	0	272	37	0	0	0
bcFJVU	314	139	3	24	2	146	126	0	0	0
bcIFNX	309	163	7	38	6	95	139	0	0	0
bcGDNP	303	41	3	8	1	250	43	0	0	0
bcAOAR	297	45	1	9	0	242	43	0	0	0
bcAHNU	291	68	1	14	0	208	61	0	0	0
bcIDVW	286	33	1	10	1	241	33	0	0	0
bcDDIF	280	49	1	10	0	220	48	0	0	0
bcEDVV	275	37	3	5	0	230	41	0	0	0
bcFZFF	271	62	4	9	0	196	67	0	0	0
bcIHVC	265	36	0	7	1	221	30	0	0	0
bcANLK	259	72	1	13	0	173	63	0	0	0
bcIFVO	254	25	3	5	0	221	27	0	0	0
bcBVKK	21806	13092	315	1996	168	6235	16232	0	0	0
bcFILM	14621	5248	160	5107	222	3884	5982	0	0	0
bcCZSE	11222	6399	186	1535	133	2969	7397	0	0	0
bcEUQS	9387	3647	104	2804	132	2700	3928	0	0	0
bcCQRR	7612	4242	102	546	16	2706	4324	0	0	0
bcEZTD	6119	3494	76	695	17	1837	3670	0	0	0
bcBIHF	4997	3024	68	550	13	1342	3118	0	0	0
bcHAKV	4011	2224	53	390	11	1333	2110	0	0	0
bcIBPW	3230	1930	39	310	11	940	1887	0	0	0
bcDUEE	2648	1531	36	252	18	811	1394	0	0	0
bcERJS	2281	829	27	80	9	1336	662	0	0	0
bcASAK	2016	169	20	47	2	1778	183	0	0	0
bcEEEI	1835	211	13	43	3	1565	212	0	0	0
bcHXXA	1707	871	23	153	6	654	839	0	0	0
bcHDTI	1609	296	20	85	4	1204	288	0	0	0
bcECWE	1526	134	13	33	0	1346	136	0	0	0
bcHAQV	1455	128	14	38	2	1273	131	0	0	0
bcFELE	1405	365	16	547	35	442	362	0	0	0
bcDWRF	1360	675	19	168	9	489	577	0	0	0
bcDEFU	1316	550	20	154	9	583	531	0	0	0
bcHQPJ	1278	98	10	40	1	1129	106	0	0	0
bcCOSD	1244	129	10	41	2	1062	136	0	0	0
bcAYGU	1211	109	12	26	3	1061	114	0	0	0
bcGDFE	1186	102	11	27	1	1045	108	0	0	0
bcDSDZ	1159	112	6	34	0	1007	110	0	0	0
bcHUUB	1137	165	10	35	2	925	156	0	0	0
bcIDTY	1115	621	18	67	4	405	518	0	0	0
bcIBXN	1095	149	16	19	1	910	155	0	0	0
bcGZAZ	1072	89	7	25	1	950	85	0	0	0
bcFNIV	1053	91	11	20	1	930	98	0	0	0
bcFYPA	1035	94	5	26	2	908	89	0	0	0
bcAXLP	1017	105	7	25	1	879	95	0	0	0
bcCCVG	1002	247	14	74	2	665	242	0	0	0
bcHCVZ	987	207	9	44	2	725	198	0	0	0
bcHWBM	972	84	8	28	1	851	90	0	0	0
bcFWJD	957	91	2	31	1	832	84	0	0	0
bcAHFA	944	116	3	22	1	802	116	0	0	0
bcFCXR	931	188	7	26	8	702	182	0	0	0
bcDQLY	919	129	13	36	0	741	139	0	0	0
bcDLVX	905	270	11	27	2	595	240	0	0	0
bcDKMX	893	84	5	20	2	782	85	0	0	0
bcAMJN	881	73	8	19	6	775	81	0	0	0
bcGLJX	869	116	2	28	1	722	114	0	0	0
bcDEQD	857	121	6	33	4	693	128	0	0	0
bcGFRG	848	74	7	19	0	748	76	0	0	0
bcHCML	837	89	7	15	0	726	88	0	0	0
bcECHI	827	102	6	17	0	702	101	0	0	0
bcEMWN	816	86	12	24	0	694	97	0	0	0
bcALLM	806	93	6	20	0	687	93	0	0	0
bcBYYW	795	79	6	17	1	692	78	0	0	0
bcHTNE	786	98	9	17	1	661	102	0	0	0
bcASNR	777	104	7	29	3	634	105	0	0	0
bcAMAT	767	92	7	20	0	648	88	0	0	0
bcEFNX	758	100	5	16	2	635	95	0	0	0
bcARBE	749	100	7	18	1	623	107	0	0	0
bcHWQC	739	102	4	35	1	597	96	0	0	0
bcCUCZ	730	98	6	23	2	601	97	0	0	0
bcAJCK	722	79	6	22	1	614	77	0	0	0
bcDJBB	714	101	1	33	0	579	92	0	0	0
bcDGCO	707	85	10	12	0	600	91	0	0	0
bcBVKQ	699	86	9	22	2	580	89	0	0	0
bcICNA	691	72	7	19	1	592	74	0	0	0
bcDZSQ	684	92	2	21	2	567	91	0	0	0
bcCFVF	677	65	3	11	2	596	66	0	0	0
bcFIQV	669	84	6	23	0	556	86	0	0	0
bcCEWE	661	83	5	12	0	561	82	0	0	0
bcAZCU	653	69	5	30	0	549	68	0	0	0
bcGOED	647	62	9	18	0	558	61	0	0	0
bcBSQR	639	102	8	23	0	506	108	0	0	0
bcAHOX	632	91	4	29	0	508	92	0	0	0
bcEPMT	626	92	4	18	1	511	83	0	0	0
bcFGQB	619	64	6	11	0	538	67	0	0	0
bcCRFQ	612	97	7	20	0	488	97	0	0	0
bcBFTY	606	74	7	24	3	498	79	0	0	0
bcEHJO	599	76	5	12	0	506	75	0	0	0
bcHGAH	593	88	8	19	1	477	85	0	0	0
bcASBA	586	70	5	13	0	498	73	0	0	0
bcGEJH	577	102	7	26	3	439	102	0	0	0
bcBMOM	571	56	4	14	2	495	55	0	0	0
bcDDOL	564	75	9	14	2	464	80	0	0	0
bcGMNQ	558	74	4	18	0	462	75	0	0	0
bcESCY	551	74	4	22	0	451	75	0	0	0
bcBAKX	544	169	2	31	6	336	152	0	0	0
bcGLSZ	538	259	2	54	5	218	221	0	0	0
bcIAVC	532	247	5	58	3	219	213	0	0	0
bcFINH	526	71	4	21	0	430	71	0	0	0
bcEATI	519	323	2	53	1	140	281	0	0	0
bcHLBY	513	177	7	46	2	281	163	0	0	0
bcGYTE	507	82	3	8	1	413	76	0	0	0
bcBDMI	500	76	5	11	2	406	76	0	0	0
bcCKAC	494	89	4	26	0	375	86	0	0	0
bcFUEA	487	256	7	51	0	173	220	0	0	0
bcDCSI	481	201	4	10	0	266	174	0	0	0
bcEEGN	475	107	6	23	0	339	102	0	0	0
bcCIGH	469	54	2	10	0	403	53	0	0	0
bcAJWV	463	77	3	10	2	371	74	0	0	0
bcHUXT	456	215	6	74	4	157	182	0	0	0
bcHXDB	449	82	2	25	2	338	72	0	0	0
bcAXTF	443	95	5	18	2	323	95	0	0	0
bcFUPK	438	47	4	8	1	378	49	0	0	0
bcIKCQ	432	231	4	46	3	148	189	0	0	0
bcEEJT	426	115	3	41	1	266	102	0	0	0
bcHGYN	420	179	5	47	4	185	161	0	0	0
bcGXCI	415	49	0	19	3	344	45	0	0	0
bcEELS	409	64	7	13	1	324	66	0	0	0
bcEBZL	404	80	2	16	1	305	72	0	0	0
bcIBPM	398	175	9	33	5	176	148	0	0	0
bcBULE	392	33	2	14	0	343	35	0	0	0
bcGXYN	386	44	3	16	1	322	44	0	0	0
bcFLPA	380	46	3	24	1	306	47	0	0	0
bcAUST	375	191	5	33	0	146	172	0	0	0
bcADZX	369	62	4	10	0	293	60	0	0	0
bcCNCA	363	46	0	10	2	305	43	0	0	0
bcAUZW	357	42	1	11	2	301	36	0	0	0
bcFBQV	351	50	2	9	0	290	53	0	0	0
bcDIQU	346	70	6	10	0	260	69	0	0	0
bcFANN	341	32	3	19	0	287	36	0	0	0
bcGMWF	335	52	0	14	1	268	46	0	0	0
bcHXXH	330	51	4	11	1	263	51	0	0	0
bcHRAX	324	63	4	13	1	243	65	0	0	0
bcEXGQ	318	114	6	35	1	162	108	0	0	0
bcGROE	314	34	4	6	0	270	35	0	0	0
bcCPRW	309	32	2	6	0	269	32	0	0	0
bcDDUX	303	121	4	36	3	139	112	0	0	0
bcHWIY	297	39	3	5	1	249	39	0	0	0
bcFZFB	291	35	2	10	0	244	32	0	0	0
bcCSPQ	286	84	1	17	0	184	82	0	0	0
bcHRUO	280	25	3	3	1	248	29	0	0	0
bcEYUC	275	33	2	10	0	230	33	0	0	0
bcBOAS	271	83	3	25	0	160	74	0	0	0
bcCZGA	265	31	3	15	2	214	30	0	0	0
bcGXPC	259	46	4	10	1	198	61	0	0	0
bcDQJG	254	36	4	16	3	195	37	0	0	0
bcFHFU	21776	12953	282	2439	88	6014	15886	0	0	0
bcBSVV	14620	7982	198	1606	56	4778	9667	0	0	0
bcCGAY	11219	6700	163	1322	42	2992	7173	0	0	0
bcCOXM	9378	5378	145	740	30	3085	5773	0	0	0
bcHYCE	7608	4370	106	815	28	2289	4891	0	0	0
bcBIHN	6111	3668	94	657	42	1650	3732	0	0	0
bcFBBR	4979	3069	50	607	7	1246	3105	0	0	0
bcGEXJ	4002	2388	56	470	12	1076	2372	0	0	0
bcHLDJ	3229	1855	37	383	40	914	1730	0	0	0
bcCZLQ	2647	860	19	107	16	1645	769	0	0	0
bcEBJN	2280	1297	21	222	19	721	1211	0	0	0
bcICXI	2016	205	24	60	4	1723	218	0	0	0
bcDBDX	1831	935	23	148	5	720	814	0	0	0
bcDRVY	1706	588	24	203	13	878	550	0	0	0
bcFTWG	1608	702	29	179	4	694	638	0	0	0
bcICUD	1526	330	16	67	13	1100	294	0	0	0
bcFISE	1454	606	11	47	1	789	499	0	0	0
bcAPJY	1405	130	17	35	5	1218	139	0	0	0
bcDGRI	1359	174	18	46	1	1120	189	0	0	0
bcEWBU	1316	124	14	45	1	1132	135	0	0	0
bcCHRT	1278	111	6	43	2	1116	113	0	0	0
bcEVQW	1244	90	7	33	0	1114	94	0	0	0
bcCMMM	1211	128	6	21	2	1054	132	0	0	0
bcDHCY	1186	511	11	137	3	524	479	0	0	0
bcCJGA	1159	175	12	31	2	939	167	0	0	0
bcHEXH	1137	614	25	111	3	384	550	0	0	0
bcGRCH	1115	135	13	19	2	946	150	0	0	0
bcDUEO	1095	106	5	28	1	955	99	0	0	0
bcDHRG	1071	106	8	23	1	933	104	0	0	0
bcBLGM	1053	108	6	26	1	912	111	0	0	0
bcDKJB	1035	123	13	24	1	874	132	0	0	0
bcDPKY	1017	102	5	23	1	886	98	0	0	0
bcANUL	1002	390	17	79	8	508	330	0	0	0
bcGSOD	987	112	7	17	0	851	110	0	0	0
bcGBOF	973	197	6	28	1	741	168	0	0	0
bcCQGZ	957	111	5	22	0	819	109	0	0	0
bcCUHL	944	112	13	28	0	791	115	0	0	0
bcBBOW	931	84	8	27	1	811	91	0	0	0
bcHXLE	919	119	8	26	2	764	120	0	0	0
bcEZZG	905	558	13	69	2	263	478	0	0	0
bcICBS	893	98	11	17	0	767	102	0	0	0
bcEPUA	881	79	12	22	1	767	80	0	0	0
bcEPBQ	869	233	11	21	1	603	208	0	0	0
bcHKVY	857	74	8	28	0	747	79	0	0	0
bcGDLL	848	86	3	17	1	741	83	0	0	0
bcELQL	837	144	8	32	2	651	132	0	0	0
bcDHOU	826	102	11	11	1	701	108	0	0	0
bcEFUE	816	79	10	74	6	647	85	0	0	0
bcDBZF	806	352	8	86	5	355	321	0	0	0
bcFVHS	795	83	12	26	1	673	87	0	0	0
bcEDTS	786	399	8	88	6	285	349	0	0	0
bcAQOQ	777	74	2	38	0	663	75	0	0	0
bcFIKU	767	330	15	108	5	309	287	0	0	0
bcHYNU	758	90	5	21	2	640	90	0	0	0
bcIBJG	749	87	3	16	1	642	81	0	0	0
bcFPRJ	739	71	13	84	1	570	80	0	0	0
bcDJUS	730	70	4	13	2	641	70	0	0	0
bcAKFA	722	99	9	20	2	592	108	0	0	0
bcIGFV	714	86	5	22	2	599	88	0	0	0
bcASTH	707	119	3	24	2	559	111	0	0	0
bcEQYT	699	86	4	12	0	597	80	0	0	0
bcEXZT	691	124	8	23	0	536	115	0	0	0
bcIESC	684	109	6	26	2	541	107	0	0	0
bcBXPI	677	100	2	16	1	558	93	0	0	0
bcGIAO	669	86	7	29	2	545	89	0	0	0
bcBMRB	661	105	8	24	0	524	102	0	0	0
bcGCPM	653	215	10	50	2	376	209	0	0	0
bcDMDX	647	112	3	12	2	518	100	0	0	0
bcALYO	639	300	8	77	6	248	254	0	0	0
bcCEHN	632	152	9	32	2	437	150	0	0	0
bcAQQZ	626	65	2	31	0	528	66	0	0	0
bcABHW	619	70	2	10	2	535	65	0	0	0
bcGDZK	612	81	1	28	1	501	79	0	0	0
bcGLFH	606	98	4	21	1	482	91	0	0	0
bcDNQA	599	93	3	17	3	483	81	0	0	0
bcEXLB	593	65	4	12	0	512	64	0	0	0
bcETZY	586	69	6	16	0	495	67	0	0	0
bcDBYZ	577	70	5	21	3	478	75	0	0	0
bcCXML	571	78	5	19	0	469	78	0	0	0
bcHNEO	564	94	5	20	2	443	95	0	0	0
bcAPTO	558	72	4	21	0	461	76	0	0	0
bcCVMG	551	66	2	10	0	473	66	0	0	0
bcHQCH	544	80	8	24	1	431	85	0	0	0
bcIICQ	538	93	4	19	1	421	94	0	0	0
bcGWGW	532	35	4	9	1	483	39	0	0	0
bcFRGM	526	231	16	59	5	215	208	0	0	0
bcDNAC	519	55	8	19	0	437	58	0	0	0
bcBQKT	513	52	2	16	1	442	52	0	0	0
bcECOM	507	71	4	24	0	408	74	0	0	0
bcAPYE	500	74	1	21	1	403	66	0	0	0
bcAQOF	494	61	4	5	1	423	62	0	0	0
bcAYAO	487	152	7	43	0	285	140	0	0	0
bcENVT	481	68	5	13	2	393	62	0	0	0
bcAALQ	475	75	6	17	1	376	77	0	0	0
bcDZTO	469	71	11	10	4	373	75	0	0	0
bcGERM	463	76	2	18	6	361	75	0	0	0
bcDCIW	456	66	6	12	2	370	66	0	0	0
bcALJF	449	73	3	20	1	352	68	0	0	0
bcHJTU	443	69	1	11	0	362	66	0	0	0
bcGEUG	438	52	6	14	0	366	55	0	0	0
bcBWGP	432	46	3	7	1	375	49	0	0	0
bcHEJY	426	203	5	57	0	161	171	0	0	0
bcDLWK	420	37	6	14	1	362	43	0	0	0
bcFQVB	415	60	3	20	1	331	58	0	0	0
bcDKKU	409	173	7	53	0	176	149	0	0	0
bcCULX	404	104	4	18	3	275	89	0	0	0
bcBESR	398	57	3	8	1	329	54	0	0	0
bcDHNL	392	52	4	16	0	320	54	0	0	0
bcHRCS	386	48	4	13	0	321	50	0	0	0
bcDFQW	380	58	3	10	0	309	58	0	0	0
bcGJPW	375	62	4	22	1	286	63	0	0	0
bcBINK	369	51	4	13	0	301	52	0	0	0
bcGYOS	363	23	4	8	0	328	24	0	0	0
bcDWVQ	357	165	6	54	3	129	147	0	0	0
bcGFDE	351	67	1	15	0	268	59	0	0	0
bcAFWY	346	166	5	34	0	141	126	0	0	0
bcAWCX	341	70	2	26	0	243	63	0	0	0
bcAORQ	335	40	4	14	0	277	43	0	0	0
bcEGQO	330	50	3	10	0	267	45	0	0	0
bcANYF	324	55	9	11	0	249	63	0	0	0
bcFPFM	318	34	5	10	0	269	38	0	0	0
bcHEIW	314	149	2	25	3	135	115	0	0	0
bcEVSD	309	42	4	12	0	251	39	0	0	0
bcBKFH	303	52	3	10	0	238	49	0	0	0
bcDKNY	297	127	2	28	1	139	101	0	0	0
bcDYKR	291	170	7	22	1	91	154	0	0	0
bcCPWC	286	62	7	18	0	199	63	0	0	0
bcAVBF	280	112	3	25	1	139	98	0	0	0
bcFLOB	275	28	3	7	0	237	31	0	0	0
bcCCDF	271	21	4	12	0	234	25	0	0	0
bcFLBN	265	27	5	9	0	224	32	0	0	0
bcAIRO	259	77	2	15	1	164	69	0	0	0
bcGKRN	254	67	7	19	0	161	73	0	0	0
bcFWMD	21636	13325	335	2273	111	5592	16761	0	0	0
bcFQGJ	14595	8818	180	1611	108	3878	10627	0	0	0
bcEYEU	11217	6374	165	1286	22	3370	7136	0	0	0
bcCYKC	9362	5149	140	998	86	2989	5444	0	0	0
bcBSDA	7604	4441	103	739	16	2305	4370	0	0	0
bcAPYH	6105	3635	92	615	39	1724	3754	0	0	0
bcCMZP	4969	2485	66	353	21	2044	2424	0	0	0
bcAXUS	4000	2382	56	362	6	1194	2238	0	0	0
bcHXRF	3228	1831	54	301	8	1034	1809	0	0	0
bcIFVE	2645	1311	33	289	10	1002	1091	0	0	0
bcHCKB	2279	1147	35	147	1	949	1121	0	0	0
bcHNSS	2015	237	23	70	4	1681	248	0	0	0
bcDPFP	1832	1073	30	166	5	558	1038	0	0	0
bcFJMI	1706	150	17	44	1	1494	162	0	0	0
bcCOEP	1608	190	11	47	2	1358	191	0	0	0
bcAIBA	1526	173	15	39	1	1298	182	0	0	0
bcENEF	1453	164	12	53	1	1223	167	0	0	0
bcHYJJ	1405	750	19	92	3	541	663	0	0	0
bcAYUH	1360	470	15	107	4	764	425	0	0	0
bcDJRH	1316	189	13	34	2	1078	199	0	0	0
bcHIZL	1278	104	10	28	1	1135	109	0	0	0
bcGLXY	1244	289	15	45	3	892	277	0	0	0
bcHSJJ	1211	139	8	33	3	1028	127	0	0	0
bcGFKU	1186	116	8	37	3	1022	111	0	0	0
bcGCBT	1159	202	4	32	3	918	189	0	0	0
bcCTGW	1137	98	10	23	3	1003	101	0	0	0
bcFRGJ	1115	496	13	119	3	484	414	0	0	0
bcHERA	1095	124	15	40	2	914	131	0	0	0
bcCTFX	1071	149	10	36	2	874	146	0	0	0
bcDIKY	1053	543	16	97	2	395	477	0	0	0
bcAYPJ	1035	520	15	110	4	386	446	0	0	0
bcBDDM	1017	478	16	141	7	375	431	0	0	0
bcBKEH	1002	89	8	27	2	876	88	0	0	0
bcCTTS	987	99	6	17	3	862	99	0	0	0
bcAWOI	972	94	7	17	1	853	93	0	0	0
bcESGU	957	90	9	17	1	840	100	0	0	0
bcCGQZ	944	95	4	19	1	825	89	0	0	0
bcHPVA	931	82	5	21	1	822	82	0	0	0
bcCHDC	919	353	13	78	5	470	310	0	0	0
bcAAZA	905	92	9	27	3	774	93	0	0	0
bcAWNI	893	115	10	41	3	724	119	0	0	0
bcHQZG	881	112	12	30	3	724	113	0	0	0
bcGFTT	869	95	12	17	0	745	99	0	0	0
bcBLNT	857	81	9	28	0	739	80	0	0	0
bcCZQI	848	148	10	30	0	660	152	0	0	0
bcEWRP	837	63	7	15	1	751	67	0	0	0
bcBJWO	826	122	8	23	1	672	117	0	0	0
bcEZGO	816	99	9	26	0	682	105	0	0	0
bcGNEW	806	61	7	26	0	712	67	0	0	0
bcBHND	795	79	4	10	0	702	75	0	0	0
bcCQHV	786	72	5	25	0	684	77	0	0	0
bcEPBY	777	91	7	30	0	649	95	0	0	0
bcAMRD	767	370	10	90	3	294	314	0	0	0
bcAXYE	758	112	5	26	2	613	104	0	0	0
bcCTYL	749	97	7	27	1	617	99	0	0	0
bcEENY	739	81	3	30	1	624	81	0	0	0
bcDQFD	730	82	8	16	0	624	87	0	0	0
bcBPIH	722	51	4	22	1	644	56	0	0	0
bcBRJY	714	81	5	22	1	605	76	0	0	0
bcAHEX	707	99	10	19	0	579	100	0	0	0
bcDODT	699	203	4	25	0	467	174	0	0	0
bcBEZS	691	88	7	16	2	578	93	0	0	0
bcGZGZ	684	81	6	18	0	579	86	0	0	0
bcGFQF	677	109	6	19	1	542	104	0	0	0
bcHHIJ	669	58	3	13	0	595	60	0	0	0
bcAXIP	661	57	5	15	0	584	59	0	0	0
bcFXEH	653	164	6	35	2	446	157	0	0	0
bcCPXI	647	90	6	13	1	537	87	0	0	0
bcHLYX	639	99	11	24	1	504	108	0	0	0
bcFTFJ	632	77	4	19	1	531	74	0	0	0
bcHEVY	626	86	4	28	0	508	81	0	0	0
bcAPDN	619	80	7	22	0	510	79	0	0	0
bcAMCM	612	281	13	86	2	230	245	0	0	0
bcARFL	606	69	1	54	2	480	63	0	0	0
bcGKQA	599	130	12	34	1	422	163	0	0	0
bcDBSP	593	98	3	23	0	469	97	0	0	0
bcBCWK	585	259	6	54	5	261	223	0	0	0
bcCEKE	577	58	4	18	0	497	62	0	0	0
bcHWKM	571	307	8	53	2	201	266	0	0	0
bcFYCE	564	66	5	16	2	475	63	0	0	0
bcEEAO	558	78	3	14	3	460	73	0	0	0
bcBIJP	551	70	4	8	0	469	63	0	0	0
bcBQZU	544	62	5	21	3	453	62	0	0	0
bcDSUU	538	72	4	13	1	448	74	0	0	0
bcGXSZ	532	72	4	19	0	437	72	0	0	0
bcDSDV	526	167	6	39	2	312	149	0	0	0
bcBXPJ	519	63	4	24	0	428	58	0	0	0
bcIDVC	513	210	5	50	2	246	166	0	0	0
bcDWWC	507	212	6	54	3	232	186	0	0	0
bcBCPX	500	73	5	17	0	405	73	0	0	0
bcCUIA	494	249	8	58	3	176	202	0	0	0
bcECNF	487	144	5	29	1	308	128	0	0	0
bcCFPM	481	66	3	12	0	400	67	0	0	0
bcGJLW	475	267	3	45	0	160	235	0	0	0
bcCMDN	469	49	2	16	0	402	50	0	0	0
bcDRDR	463	85	2	19	2	355	77	0	0	0
bcEYHN	456	81	1	25	1	348	74	0	0	0
bcGYKF	449	200	2	49	2	196	176	0	0	0
bcCPCE	443	40	4	11	0	388	41	0	0	0
bcEZVV	438	54	6	14	0	364	54	0	0	0
bcFJJX	431	49	4	14	0	364	47	0	0	0
bcFIDJ	426	220	5	49	6	146	202	0	0	0
bcDNTS	420	136	6	33	2	243	124	0	0	0
bcHEBC	415	51	4	11	0	349	50	0	0	0
bcERAL	409	48	7	16	2	336	47	0	0	0
bcBRKO	404	49	3	11	0	341	49	0	0	0
bcDRYB	398	184	8	43	0	163	165	0	0	0
bcHVEV	392	156	2	32	0	202	141	0	0	0
bcCCOU	386	184	7	32	1	162	162	0	0	0
bcHEVJ	380	74	6	12	1	287	80	0	0	0
bcIISC	374	160	4	37	3	170	131	0	0	0
bcFEXJ	369	152	8	55	0	154	128	0	0	0
bcAKTU	363	144	2	20	0	197	123	0	0	0
bcBSTT	357	69	1	14	2	271	66	0	0	0
bcHEBS	351	44	6	12	0	289	46	0	0	0
bcFWXP	346	42	6	11	2	285	42	0	0	0
bcCMMK	341	172	8	26	1	134	185	0	0	0
bcEZBS	335	37	3	11	0	284	37	0	0	0
bcHJDR	330	35	2	7	1	285	34	0	0	0
bcFPYR	324	38	2	8	1	275	38	0	0	0
bcHJRN	318	146	5	38	1	128	140	0	0	0
bcHYYS	314	106	7	24	1	176	101	0	0	0
bcAHFY	309	29	2	7	1	270	28	0	0	0
bcEBZS	303	108	7	26	0	162	111	0	0	0
bcHSFT	297	35	3	8	1	250	37	0	0	0
