,Basal,Secretory-1,Secretory-2,Secretory-3,Multiciliated,Ionocyte/Tuft,PNEC,Cell cycle,Ribosomal,Shared-1,Shared-2,Shared-3,CHIR,IL13,IFNA,IFNG-1,IFNG-2,IFNG-3,TGFB1-1,TGFB1-2
RPL18,3.93E-04,0.00E+00,4.94E-04,1.67E-03,1.90E-05,2.52E-04,2.07E-04,9.09E-04,3.97E-03,1.05E-04,3.05E-04,5.40E-04,9.06E-04,3.07E-04,2.23E-04,7.83E-05,2.09E-04,0.00E+00,0.00E+00,2.34E-04
RPL18A,7.16E-04,0.00E+00,5.05E-04,1.55E-03,1.14E-04,7.09E-05,1.24E-04,6.02E-04,3.62E-03,0.00E+00,5.07E-04,8.08E-04,3.57E-04,2.86E-04,2.40E-04,3.50E-04,5.03E-04,7.26E-05,0.00E+00,2.01E-04
RPL19,8.10E-04,2.82E-04,6.65E-04,9.82E-04,1.61E-04,3.42E-04,2.10E-04,6.13E-04,3.57E-03,9.34E-05,7.59E-04,6.01E-04,1.33E-03,4.53E-04,2.99E-04,3.83E-04,6.65E-04,1.47E-04,2.28E-05,3.33E-04
RPL21,9.73E-04,3.80E-05,5.61E-04,1.07E-03,2.00E-04,2.46E-04,3.23E-04,6.31E-04,3.71E-03,1.42E-04,4.96E-04,5.54E-04,7.24E-04,3.10E-04,1.49E-04,5.04E-04,5.77E-04,1.82E-04,4.52E-05,2.21E-04
RPL22,8.63E-04,3.66E-04,6.24E-04,1.07E-03,1.36E-04,4.02E-04,3.39E-04,5.59E-04,3.39E-03,0.00E+00,6.80E-04,4.51E-04,1.26E-03,3.32E-04,0.00E+00,1.88E-04,3.60E-04,2.86E-04,4.66E-05,1.88E-04
RPL22L1,6.79E-04,0.00E+00,3.74E-04,1.56E-04,1.68E-04,3.07E-04,0.00E+00,8.63E-04,1.05E-03,0.00E+00,6.80E-05,5.28E-04,1.79E-04,5.94E-05,0.00E+00,1.26E-04,8.80E-04,0.00E+00,2.72E-05,1.67E-04
RPL23,1.20E-03,2.85E-04,7.25E-04,8.66E-04,1.99E-04,3.29E-04,1.54E-04,2.44E-04,4.19E-03,1.16E-04,3.28E-04,4.62E-04,1.10E-03,0.00E+00,0.00E+00,0.00E+00,4.14E-04,2.07E-05,1.00E-04,2.82E-04
RPL23A,8.20E-04,3.63E-04,8.41E-04,9.49E-04,2.18E-04,2.43E-04,1.39E-04,6.23E-04,4.03E-03,2.25E-04,8.29E-05,4.42E-04,8.28E-04,1.27E-04,8.91E-05,2.13E-04,7.32E-04,3.10E-04,7.92E-05,2.11E-04
RPL24,7.63E-04,2.25E-04,7.17E-04,9.84E-04,1.06E-04,4.84E-04,3.13E-04,3.00E-04,3.83E-03,3.19E-04,1.96E-04,5.27E-04,1.18E-03,7.82E-05,2.66E-04,2.57E-04,3.86E-04,3.16E-04,1.54E-04,3.03E-04
RPL26,1.11E-03,0.00E+00,5.57E-04,6.48E-04,6.17E-05,2.22E-04,2.14E-04,4.23E-04,4.27E-03,1.99E-04,2.87E-04,4.98E-04,9.25E-04,0.00E+00,4.21E-05,1.52E-04,4.41E-04,0.00E+00,0.00E+00,1.99E-04
RPL27,8.71E-04,2.49E-04,6.82E-04,1.03E-03,9.59E-05,2.48E-04,1.25E-04,7.90E-04,3.52E-03,9.13E-06,7.76E-04,6.65E-04,9.58E-04,4.44E-04,5.34E-05,1.53E-04,5.69E-04,1.64E-05,2.41E-05,4.38E-04
RPL27A,1.02E-03,1.47E-04,5.19E-04,1.21E-03,1.45E-04,1.77E-04,7.95E-05,6.72E-04,3.78E-03,0.00E+00,9.05E-04,5.35E-04,5.89E-04,1.57E-04,1.64E-04,1.06E-05,4.73E-04,1.00E-04,0.00E+00,2.45E-04
RPL28,7.35E-04,0.00E+00,3.11E-04,1.74E-03,1.75E-04,1.72E-04,9.88E-05,5.16E-04,3.39E-03,0.00E+00,8.69E-04,6.74E-04,8.87E-04,2.64E-04,7.57E-04,2.55E-05,4.61E-04,0.00E+00,0.00E+00,1.20E-04
RPL29,9.92E-04,0.00E+00,3.40E-04,8.19E-04,5.54E-05,1.52E-04,6.73E-05,6.45E-04,3.94E-03,1.69E-04,2.13E-04,5.36E-04,5.64E-04,0.00E+00,3.75E-04,5.99E-05,4.14E-04,0.00E+00,0.00E+00,5.48E-05
RPL3,8.37E-04,2.32E-04,7.92E-04,1.64E-03,2.25E-04,3.83E-04,4.91E-04,3.90E-04,3.86E-03,0.00E+00,5.66E-04,5.50E-04,7.07E-04,3.05E-04,0.00E+00,6.94E-05,3.48E-04,0.00E+00,0.00E+00,1.76E-04
RPL30,1.12E-03,3.50E-04,5.98E-04,7.71E-04,1.42E-04,2.41E-04,1.58E-04,4.39E-04,3.67E-03,1.65E-04,3.91E-04,3.87E-04,1.01E-03,2.12E-04,1.22E-04,4.95E-04,6.70E-04,2.46E-04,1.10E-04,2.73E-04
RPL31,1.11E-03,3.64E-04,6.87E-04,3.17E-04,2.42E-04,1.41E-04,1.58E-04,2.14E-04,4.19E-03,2.82E-04,0.00E+00,2.32E-04,1.02E-03,9.31E-05,0.00E+00,1.40E-04,5.74E-04,1.26E-04,1.16E-04,2.80E-04
RPL32,9.01E-04,7.53E-06,3.04E-04,8.23E-04,1.41E-04,5.85E-05,1.31E-04,3.14E-04,3.39E-03,6.80E-06,7.47E-04,5.75E-04,1.25E-03,1.51E-04,0.00E+00,3.44E-04,6.64E-04,1.14E-04,0.00E+00,1.45E-04
RPL34,1.22E-03,2.72E-04,7.96E-04,6.28E-04,1.61E-04,2.66E-04,2.35E-04,1.75E-04,4.25E-03,3.77E-04,0.00E+00,1.67E-04,9.03E-04,9.99E-06,2.65E-05,3.31E-05,5.33E-04,2.10E-05,1.44E-04,2.11E-04
RPL35,9.29E-04,0.00E+00,2.80E-04,5.76E-04,0.00E+00,6.40E-05,7.62E-05,7.31E-04,3.36E-03,8.89E-05,7.42E-04,7.09E-04,4.70E-04,1.32E-04,5.16E-04,3.09E-04,8.39E-04,2.55E-05,3.52E-05,2.78E-04
RPL35A,9.63E-04,2.17E-04,5.78E-04,7.57E-04,3.00E-04,3.36E-04,2.16E-04,2.14E-04,3.81E-03,2.44E-04,2.64E-04,4.55E-04,1.59E-03,7.72E-05,0.00E+00,2.11E-04,6.91E-04,1.76E-04,7.93E-05,2.99E-04
RPL36,8.81E-04,0.00E+00,3.72E-04,8.81E-04,1.75E-04,1.94E-04,2.41E-04,6.27E-04,3.46E-03,6.49E-06,6.57E-04,6.87E-04,6.55E-04,2.97E-04,8.21E-04,1.38E-04,7.46E-04,0.00E+00,3.09E-05,2.50E-04
RPL36A,7.86E-04,1.89E-04,6.41E-04,4.78E-04,0.00E+00,1.20E-04,2.08E-04,7.17E-04,4.28E-03,6.58E-05,5.83E-04,4.97E-04,7.56E-04,0.00E+00,1.09E-04,0.00E+00,5.34E-04,0.00E+00,0.00E+00,1.80E-04
RPL37,1.19E-03,3.39E-04,5.87E-04,3.94E-04,5.53E-05,1.20E-04,9.16E-05,3.29E-04,3.88E-03,2.16E-04,2.95E-04,4.48E-04,1.39E-03,1.04E-04,1.65E-05,2.86E-04,8.74E-04,8.71E-05,7.78E-05,2.66E-04
RPL37A,1.07E-03,4.69E-04,6.13E-04,7.61E-04,1.62E-04,2.56E-04,2.10E-04,4.09E-04,4.07E-03,1.28E-04,8.94E-04,6.44E-04,8.90E-04,3.18E-04,1.01E-04,1.08E-04,5.98E-04,4.44E-05,5.81E-05,3.78E-04
RPL38,1.08E-03,2.01E-04,4.59E-04,8.79E-04,2.33E-04,2.46E-04,1.82E-04,3.11E-04,3.55E-03,6.39E-05,6.80E-04,6.86E-04,1.27E-03,1.66E-04,2.27E-04,1.17E-05,5.49E-04,9.68E-05,1.33E-04,4.70E-04
RPL39,7.19E-04,0.00E+00,0.00E+00,1.01E-03,3.35E-04,9.68E-05,0.00E+00,0.00E+00,3.01E-03,5.19E-05,3.47E-04,4.19E-04,1.24E-03,1.84E-04,2.28E-04,1.94E-04,6.86E-04,3.01E-04,0.00E+00,2.99E-04
RPL4,1.05E-03,1.42E-04,6.41E-04,1.18E-03,3.15E-04,2.79E-04,3.04E-04,5.08E-04,3.67E-03,0.00E+00,8.13E-04,6.18E-04,5.14E-04,4.17E-06,0.00E+00,2.85E-04,5.49E-04,5.63E-05,0.00E+00,9.23E-05
RPL5,9.91E-04,1.00E-04,7.43E-04,1.23E-03,1.42E-04,3.51E-04,3.88E-04,3.56E-04,4.08E-03,0.00E+00,3.76E-04,4.73E-04,6.57E-04,0.00E+00,0.00E+00,1.03E-05,2.99E-04,0.00E+00,2.60E-06,1.12E-04
RPL6,8.71E-04,0.00E+00,5.72E-04,8.64E-04,1.34E-04,3.48E-04,3.28E-04,4.25E-04,3.62E-03,1.11E-04,4.43E-04,4.76E-04,1.10E-03,1.01E-04,0.00E+00,3.06E-04,5.38E-04,8.20E-05,5.67E-05,1.62E-04
RPL7,7.89E-04,2.17E-04,5.33E-04,1.47E-03,1.87E-04,3.24E-04,3.15E-04,3.96E-04,4.00E-03,0.00E+00,5.15E-04,4.43E-04,8.10E-04,9.05E-05,0.00E+00,2.10E-04,2.84E-04,4.18E-06,0.00E+00,4.96E-05
RPL7A,8.32E-04,0.00E+00,5.40E-04,1.41E-03,1.27E-04,3.56E-04,2.23E-04,5.64E-04,4.06E-03,0.00E+00,6.30E-04,3.70E-04,9.94E-04,1.13E-04,0.00E+00,0.00E+00,2.49E-04,0.00E+00,0.00E+00,1.14E-04
RPL8,8.40E-04,2.58E-05,3.85E-04,1.08E-03,1.39E-04,1.75E-04,1.75E-04,4.74E-04,3.65E-03,7.92E-05,6.56E-04,7.29E-04,6.47E-04,3.77E-04,1.28E-04,1.54E-04,4.56E-04,7.80E-05,0.00E+00,9.20E-05
RPL9,7.74E-04,1.37E-05,5.31E-04,1.01E-03,1.51E-04,3.00E-04,2.00E-04,4.27E-04,4.15E-03,2.39E-04,3.10E-04,4.86E-04,7.67E-04,3.16E-04,0.00E+00,2.10E-04,4.97E-04,2.01E-04,9.32E-05,2.17E-04
RPLP0,6.78E-04,2.70E-04,5.44E-04,8.12E-04,5.81E-05,6.89E-05,1.51E-05,7.19E-04,3.80E-03,1.43E-04,6.87E-04,3.47E-04,1.28E-03,4.77E-04,0.00E+00,4.56E-04,3.86E-04,3.97E-05,0.00E+00,4.26E-05
RPLP1,1.25E-03,0.00E+00,3.47E-04,8.72E-04,1.19E-04,7.33E-05,1.93E-04,7.39E-04,3.51E-03,2.02E-04,1.15E-04,5.66E-04,2.17E-03,5.18E-05,0.00E+00,7.55E-04,4.44E-04,1.44E-04,0.00E+00,7.24E-04
RPLP2,9.60E-04,8.74E-05,4.48E-04,7.23E-04,1.41E-04,1.26E-04,8.70E-05,3.92E-04,3.48E-03,2.71E-04,4.75E-04,5.89E-04,1.37E-03,3.45E-04,0.00E+00,2.22E-04,7.50E-04,2.85E-04,1.01E-04,4.56E-04
RPN2,1.31E-03,1.02E-03,1.41E-03,2.70E-04,1.67E-04,3.18E-04,4.28E-04,5.13E-04,2.52E-04,1.16E-04,5.55E-04,9.31E-05,4.30E-04,5.00E-04,1.26E-03,4.35E-04,4.29E-04,5.15E-04,3.39E-04,5.30E-04
RPRM,0.00E+00,0.00E+00,0.00E+00,7.59E-04,3.17E-06,8.25E-04,2.88E-04,5.20E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.35E-04,0.00E+00,6.42E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.98E-06
RPS10,9.01E-04,9.46E-05,5.48E-04,7.43E-04,1.67E-04,1.33E-04,1.22E-04,3.72E-04,3.69E-03,6.70E-05,5.19E-04,5.41E-04,1.05E-03,3.80E-04,9.33E-05,1.33E-04,3.99E-04,5.34E-05,2.17E-05,3.83E-04
RPS11,9.76E-04,4.01E-04,6.44E-04,1.46E-03,3.59E-04,4.30E-04,2.64E-04,3.92E-04,3.89E-03,0.00E+00,7.00E-04,6.34E-04,9.74E-04,2.53E-04,1.77E-04,0.00E+00,3.70E-04,1.18E-04,1.30E-04,4.13E-04
RPS12,1.06E-03,2.25E-04,7.85E-04,8.96E-04,4.94E-05,2.00E-04,1.62E-04,7.39E-04,4.02E-03,2.31E-04,6.30E-04,4.42E-04,6.75E-04,6.31E-05,6.21E-05,5.02E-04,7.38E-04,1.80E-04,5.12E-05,1.64E-04
RPS13,9.15E-04,7.07E-05,5.75E-04,2.10E-04,1.54E-04,1.78E-04,1.18E-04,2.57E-04,3.54E-03,3.36E-04,0.00E+00,1.97E-04,1.00E-03,3.42E-04,0.00E+00,5.62E-04,6.32E-04,3.72E-04,2.97E-05,1.74E-04
RPS14,1.05E-03,1.64E-04,5.49E-04,9.09E-04,2.60E-04,1.91E-04,8.05E-05,2.08E-04,4.00E-03,2.14E-04,1.19E-04,4.70E-04,1.06E-03,1.24E-04,6.45E-05,1.52E-04,5.43E-04,9.84E-05,2.23E-05,3.16E-04
RPS15,6.77E-04,0.00E+00,3.51E-04,1.23E-03,2.52E-04,2.43E-04,1.68E-04,6.00E-04,3.33E-03,1.21E-04,2.97E-04,4.77E-04,9.66E-04,3.99E-04,4.34E-04,3.78E-05,3.49E-04,2.66E-04,3.86E-05,2.50E-04
RPS15A,1.13E-03,0.00E+00,5.38E-04,9.19E-04,1.53E-04,1.86E-04,1.32E-04,4.74E-04,4.17E-03,1.80E-04,1.36E-04,4.63E-04,9.08E-04,0.00E+00,0.00E+00,1.84E-04,4.09E-04,1.17E-04,8.56E-05,3.03E-04
RPS16,8.29E-04,0.00E+00,5.94E-04,8.57E-04,2.05E-04,1.89E-04,1.54E-04,8.75E-04,4.03E-03,3.72E-04,1.29E-04,7.00E-04,1.09E-03,7.21E-05,0.00E+00,4.53E-04,3.99E-04,1.73E-04,6.64E-05,2.45E-04
RPS17,1.08E-03,0.00E+00,5.54E-04,7.03E-04,4.10E-05,1.43E-04,1.35E-04,8.88E-04,3.90E-03,0.00E+00,8.47E-04,6.99E-04,7.29E-04,2.29E-04,3.23E-05,3.03E-04,4.05E-04,0.00E+00,5.63E-05,3.57E-04
RPS18,8.31E-04,0.00E+00,2.39E-04,6.83E-04,0.00E+00,9.38E-06,5.00E-05,3.10E-04,4.00E-03,1.66E-04,4.30E-04,4.61E-04,1.17E-03,1.16E-04,1.99E-04,2.47E-04,6.56E-04,0.00E+00,0.00E+00,1.42E-04
RPS19,6.04E-04,0.00E+00,4.27E-04,6.85E-04,9.63E-05,1.21E-04,0.00E+00,6.94E-04,3.89E-03,1.81E-04,1.15E-04,5.64E-04,5.94E-04,3.81E-04,1.08E-03,6.59E-04,6.48E-04,4.86E-04,3.10E-04,6.95E-04
RPS2,8.31E-04,0.00E+00,2.65E-04,7.15E-04,1.33E-04,1.31E-04,1.24E-04,6.78E-04,4.11E-03,0.00E+00,1.51E-04,4.23E-04,8.00E-04,0.00E+00,0.00E+00,3.98E-04,6.07E-04,8.36E-05,0.00E+00,9.44E-05
RPS20,1.16E-03,5.22E-04,6.37E-04,7.81E-04,2.53E-04,3.09E-04,1.84E-04,3.06E-04,3.50E-03,1.12E-04,1.77E-04,5.50E-04,1.14E-03,3.96E-04,1.55E-04,2.75E-04,9.41E-04,4.64E-04,1.22E-04,4.86E-04
RPS21,1.06E-03,1.43E-04,4.63E-04,2.74E-04,7.85E-05,1.09E-04,2.34E-05,5.05E-04,3.82E-03,2.34E-04,4.15E-04,4.53E-04,8.13E-04,1.19E-04,0.00E+00,2.30E-04,7.08E-04,1.56E-04,9.46E-05,3.41E-04
RPS23,8.34E-04,0.00E+00,5.36E-04,8.79E-04,1.37E-04,1.61E-04,2.12E-04,7.25E-04,4.31E-03,9.05E-05,2.97E-04,5.77E-04,1.13E-03,3.52E-05,0.00E+00,4.46E-04,4.36E-04,5.52E-05,3.69E-06,2.19E-04
RPS24,9.51E-04,4.72E-04,6.41E-04,1.20E-03,1.77E-04,2.84E-04,2.36E-04,4.68E-04,3.92E-03,0.00E+00,8.98E-04,4.91E-04,5.44E-04,9.71E-05,0.00E+00,6.33E-06,4.64E-04,4.30E-05,0.00E+00,2.29E-04
RPS25,1.04E-03,2.21E-04,6.46E-04,9.08E-04,1.79E-04,3.26E-04,1.80E-04,5.86E-04,3.94E-03,7.22E-05,3.99E-04,5.25E-04,8.23E-04,2.00E-04,9.51E-05,8.57E-05,3.95E-04,8.43E-05,8.07E-05,2.99E-04
RPS26,2.75E-04,2.53E-04,0.00E+00,2.27E-03,5.14E-04,3.68E-04,2.11E-04,2.33E-04,7.40E-04,0.00E+00,9.59E-04,5.01E-04,5.67E-04,2.95E-04,4.04E-04,0.00E+00,5.56E-05,8.79E-05,1.92E-05,2.73E-04
RPS27,9.52E-04,2.66E-04,6.47E-04,8.18E-04,3.44E-04,1.75E-04,7.69E-05,4.13E-04,4.30E-03,3.27E-04,0.00E+00,3.26E-04,1.18E-03,3.56E-04,3.59E-04,2.38E-04,6.45E-04,3.56E-04,1.91E-04,4.29E-04
RPS27A,1.14E-03,3.38E-04,7.28E-04,7.96E-04,3.25E-04,1.40E-04,6.06E-04,5.39E-04,3.81E-03,4.98E-05,7.55E-04,6.78E-04,8.39E-04,1.99E-04,0.00E+00,4.60E-04,7.06E-04,2.00E-04,9.60E-05,3.27E-04
RPS27L,2.14E-04,3.13E-04,4.12E-04,4.25E-04,1.92E-04,2.32E-04,5.35E-05,1.42E-04,2.06E-04,0.00E+00,0.00E+00,4.57E-05,2.12E-04,3.16E-04,9.07E-04,2.38E-04,3.00E-04,3.20E-03,7.37E-04,3.88E-04
RPS28,1.17E-03,3.82E-04,6.55E-04,3.67E-04,7.84E-05,1.25E-04,1.82E-04,7.13E-04,4.02E-03,2.57E-04,6.40E-04,4.91E-04,1.05E-03,4.50E-04,8.02E-05,4.48E-05,7.61E-04,2.40E-04,1.25E-04,6.17E-04
RPS29,9.34E-04,4.38E-04,3.87E-04,8.90E-04,1.47E-04,7.25E-05,8.22E-05,7.51E-04,3.84E-03,1.53E-05,8.98E-04,6.35E-04,7.71E-04,4.94E-04,4.18E-04,1.50E-04,6.74E-04,2.75E-04,1.54E-04,3.41E-04
RPS3,8.61E-04,0.00E+00,3.71E-04,1.05E-03,9.55E-05,2.78E-04,1.73E-04,7.12E-04,4.06E-03,7.46E-05,1.72E-04,4.95E-04,5.18E-04,0.00E+00,0.00E+00,1.20E-04,4.18E-04,1.66E-06,0.00E+00,2.66E-04
RPS3A,9.80E-04,0.00E+00,5.32E-04,1.04E-03,3.57E-04,2.30E-04,2.59E-04,3.62E-04,4.32E-03,1.99E-04,8.07E-05,3.13E-04,8.75E-04,0.00E+00,0.00E+00,3.52E-04,3.49E-04,5.81E-05,3.49E-05,9.96E-05
RPS4X,1.14E-03,4.01E-04,7.54E-04,5.87E-04,2.07E-04,2.61E-04,2.78E-04,5.90E-04,4.24E-03,9.94E-05,6.35E-04,2.16E-04,7.07E-04,1.61E-04,0.00E+00,2.73E-06,3.92E-04,0.00E+00,0.00E+00,9.07E-05
RPS4Y1,6.62E-06,0.00E+00,0.00E+00,2.18E-03,2.13E-04,1.06E-04,1.28E-04,0.00E+00,1.41E-04,0.00E+00,1.05E-04,3.12E-05,3.57E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
RPS5,7.88E-04,0.00E+00,3.85E-04,1.26E-03,9.57E-05,1.76E-04,1.18E-04,7.81E-04,3.81E-03,0.00E+00,5.99E-04,6.10E-04,3.79E-04,2.64E-05,1.40E-04,1.02E-04,2.37E-04,0.00E+00,0.00E+00,1.31E-05
RPS6,9.47E-04,0.00E+00,6.68E-04,6.46E-04,2.10E-04,1.91E-04,2.36E-04,4.65E-04,4.34E-03,1.56E-04,2.24E-04,2.63E-04,7.77E-04,0.00E+00,0.00E+00,4.29E-04,5.80E-04,1.22E-04,2.32E-05,1.20E-04
RPS7,9.07E-04,6.94E-05,5.66E-04,7.03E-04,1.80E-04,2.84E-04,2.24E-04,8.49E-04,3.85E-03,1.32E-04,6.04E-04,5.66E-04,8.55E-04,3.73E-04,0.00E+00,3.52E-04,4.06E-04,1.13E-04,1.17E-04,1.76E-04
RPS8,8.79E-04,1.15E-04,6.37E-04,8.47E-04,3.45E-04,5.91E-05,1.50E-04,7.71E-04,4.34E-03,4.08E-05,7.65E-04,4.76E-04,6.52E-04,2.47E-04,0.00E+00,1.88E-04,4.78E-04,0.00E+00,0.00E+00,6.20E-05
RPS9,7.74E-04,0.00E+00,3.52E-04,2.01E-03,1.80E-04,3.09E-04,1.92E-04,7.13E-04,3.37E-03,0.00E+00,4.34E-04,4.70E-04,5.94E-04,2.14E-04,1.41E-04,0.00E+00,1.71E-04,0.00E+00,0.00E+00,1.09E-04
RPSA,5.82E-04,0.00E+00,2.26E-04,1.60E-03,2.96E-04,2.01E-04,1.41E-04,1.24E-03,3.22E-03,0.00E+00,1.03E-03,6.13E-04,2.31E-04,5.74E-04,2.07E-04,1.13E-04,4.29E-04,0.00E+00,0.00E+00,2.95E-06
RPTN,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.45E-03,1.56E-03,0.00E+00,0.00E+00,1.74E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
RRAD,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.44E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.55E-04,2.41E-05,5.53E-05,0.00E+00,0.00E+00,4.50E-05,8.81E-05,1.27E-04,1.86E-04,1.28E-04,0.00E+00
RRAS,8.87E-04,5.31E-04,6.46E-05,2.91E-04,0.00E+00,8.74E-06,0.00E+00,5.84E-06,0.00E+00,0.00E+00,4.42E-04,1.37E-03,1.57E-04,2.79E-04,3.32E-04,4.36E-05,4.97E-04,4.85E-04,5.01E-04,9.58E-04
RRAS2,5.12E-04,4.81E-04,2.48E-04,4.38E-04,6.33E-05,1.46E-04,1.81E-05,5.32E-05,4.22E-04,4.34E-04,2.93E-04,5.27E-04,4.31E-04,3.44E-04,4.18E-04,1.45E-03,8.10E-04,5.99E-05,5.27E-04,3.21E-04
RRM2,0.00E+00,0.00E+00,1.57E-05,0.00E+00,5.59E-05,0.00E+00,0.00E+00,8.21E-03,1.37E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
RRM2B,1.73E-04,4.01E-04,1.95E-04,6.57E-04,3.69E-04,7.93E-04,4.85E-04,1.74E-04,1.50E-04,0.00E+00,0.00E+00,8.57E-05,3.90E-04,1.46E-04,6.27E-04,1.62E-04,1.12E-05,1.99E-03,3.14E-04,2.79E-04
RSAD2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.68E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.90E-03,2.32E-04,5.98E-04,9.68E-04,0.00E+00,0.00E+00
RSL24D1,3.98E-04,4.50E-04,4.48E-04,3.04E-04,3.13E-04,3.41E-04,2.26E-04,6.88E-05,1.22E-03,0.00E+00,0.00E+00,2.39E-04,3.64E-04,1.73E-04,1.64E-05,1.08E-03,6.16E-04,2.48E-04,2.98E-04,2.07E-04
RSPH1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.45E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
RSPH4A,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.65E-03,0.00E+00,8.80E-05,8.88E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.37E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
RSRC2,4.38E-04,5.36E-04,4.74E-04,5.20E-04,3.98E-04,7.84E-04,3.41E-04,2.73E-04,6.36E-04,8.45E-04,1.14E-04,2.73E-04,3.54E-04,2.96E-04,4.27E-04,4.74E-04,2.74E-04,4.53E-04,4.47E-04,3.76E-04
RTCA,1.92E-04,2.43E-04,3.20E-04,2.13E-04,3.42E-04,1.75E-04,8.32E-05,2.21E-04,3.33E-04,1.69E-04,3.62E-04,4.12E-04,9.01E-04,3.85E-04,1.34E-04,5.27E-04,7.13E-04,5.04E-04,3.41E-04,2.71E-04
RTKN2,3.03E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E-04,0.00E+00,5.07E-04,9.92E-04,1.37E-04,0.00E+00,0.00E+00,2.06E-04,1.27E-04,5.93E-05,6.92E-04,2.15E-03,2.49E-04
RTN4,1.15E-03,9.23E-04,5.65E-04,9.42E-05,2.78E-04,3.96E-04,3.58E-04,3.97E-04,2.11E-04,9.11E-05,8.90E-04,1.65E-03,4.75E-04,2.69E-04,0.00E+00,1.37E-03,1.20E-03,8.07E-04,1.06E-03,1.11E-03
RTP4,2.65E-05,0.00E+00,0.00E+00,4.21E-05,3.17E-04,1.29E-04,0.00E+00,0.00E+00,6.53E-05,9.55E-07,1.84E-04,0.00E+00,1.07E-04,3.68E-05,3.92E-03,1.53E-05,3.91E-04,7.09E-04,1.96E-04,4.81E-05
RTTN,1.19E-04,3.90E-05,1.11E-04,1.25E-04,5.59E-05,1.75E-05,8.12E-05,9.75E-05,6.88E-05,9.70E-06,0.00E+00,1.78E-03,2.61E-04,1.95E-05,5.70E-05,2.21E-05,3.95E-04,0.00E+00,1.05E-06,1.38E-03
RWDD1,7.16E-04,5.88E-04,5.12E-04,2.34E-04,1.53E-04,4.77E-04,2.51E-04,3.77E-04,9.23E-04,0.00E+00,4.42E-04,1.27E-04,3.36E-04,7.76E-04,9.56E-05,8.58E-04,7.43E-04,7.73E-04,1.81E-04,5.18E-04
S100A10,1.99E-03,0.00E+00,0.00E+00,0.00E+00,1.51E-05,0.00E+00,0.00E+00,5.85E-04,2.46E-04,5.68E-04,2.72E-03,2.18E-03,5.85E-04,1.99E-05,0.00E+00,3.62E-04,5.17E-04,8.13E-04,1.07E-03,7.97E-04
S100A11,1.19E-03,1.25E-03,6.76E-05,4.73E-04,1.27E-03,0.00E+00,0.00E+00,2.00E-04,7.28E-04,8.92E-04,3.50E-03,1.04E-03,6.85E-04,1.42E-03,1.05E-03,3.94E-04,8.61E-04,9.81E-04,6.80E-04,6.02E-04
S100A12,3.66E-04,2.31E-04,3.49E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E-05,3.14E-05,5.92E-03,2.97E-04,0.00E+00,0.00E+00,6.47E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
S100A14,4.75E-04,0.00E+00,2.54E-05,2.05E-04,0.00E+00,0.00E+00,0.00E+00,5.93E-04,1.19E-03,9.35E-04,3.73E-03,4.82E-04,4.59E-04,6.45E-04,0.00E+00,3.35E-04,1.60E-03,4.03E-04,0.00E+00,0.00E+00
S100A16,2.19E-04,0.00E+00,9.20E-05,2.58E-04,0.00E+00,0.00E+00,0.00E+00,4.82E-04,2.79E-04,9.16E-04,3.84E-03,1.40E-03,6.51E-04,8.63E-04,4.24E-04,7.03E-04,1.17E-03,7.30E-04,5.96E-04,4.86E-04
S100A2,1.79E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.42E-04,6.33E-04,0.00E+00,2.62E-03,1.32E-03,4.73E-04,6.78E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.32E-05,1.61E-03
